date,state,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,negativeTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,negativeTestsAntigen,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestEncountersViral,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,probableCases,totalTestsPeopleViral,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,hospitalizedDischarged,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,hospitalizedDischarged,recovered,death,deathConfirmed,deathProbable,lastUpdateTime,dateChecked,checker,doubleChecker,privateNotes,dataQualityGrade
2021-02-11,IN,,,,,,,,,,,,,,7425081,734071,,,,3029943,645006,2384937,,1226,41378,,239,7240,118,,,420225,12027,11604,423,02/10 23:59,02/11 16:04,HAH,BSL,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-02-10,IN,,,,,,,,,,,,,,7367210,732027,,,,3021613,643305,2378308,,1273,41292,,262,7228,138,,,419043,12001,11578,423,02/09 23:59,02/10 16:04,HAH,JAL,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-02-09,IN,,,,,,,,,,,,,,7328824,730482,,,,3015385,641874,2373511,,1265,41207,,274,7207,142,,,417785,11942,11526,416,02/08 23:59,02/09 16:09,HGC,MM,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-02-08,IN,,,,,,,,,,,,,,7303220,729157,,,,3011185,640744,2370441,,1292,41109,,285,7190,146,,,416754,11875,11459,416,02/07 23:59,02/08 15:55,JXR,BSL,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-02-07,IN,,,,,,,,,,,,,,7285821,727970,,,,3006430,639711,2366719,,1287,41034,,290,7177,153,,,415656,11817,11401,416,02/06 23:59,02/07 15:54,GBS,RRS,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-02-06,IN,,,,,,,,,,,,,,7237304,725910,,,,2999073,637987,2361086,,1399,40971,,300,7158,163,,,415130,11752,11346,406,02/05 23:59,02/06 16:15,LXG,BSL,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-02-05,IN,,,,,,,,,,,,,,7181084,722479,,,,2989069,635171,2353898,,1446,40891,,322,7148,165,,,414245,11686,11280,406,02/04 23:59,02/05 15:51,GBS,HMH,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-02-04,IN,,,,,,,,,,,,,,7150804,720786,,,,2983026,633690,2349336,,1541,40774,,331,7135,175,,,412819,11637,11231,406,02/03 23:59,2/04 16:06,DMO,NEZ,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-02-03,IN,,,,,,,,,,,,,,7096324,718064,,,,2973618,631331,2342287,,1582,40667,,344,7116,188,,,411314,10091,9713,378,02/02 23:59,2/03 15:48,GBS,BSL,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-02-02,IN,,,,,,,,,,,,,,7067175,716476,,,,2968591,629903,2338688,,1624,40570,,347,7097,200,,,409565,10054,9677,377,02/01 23:59,2/02 16:03,HRZ,MBM,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-02-01,IN,,,,,,,,,,,,,,7039744,714746,,,,2963581,628391,2335190,,1594,40437,,374,7065,201,,,407664,9989,9613,376,01/31 23:59,2/01 16:07,SKP,KVP,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-31,IN,,,,,,,,,,,,,,7014523,712717,,,,2957867,626682,2331185,,1584,40348,,372,7054,214,,,405459,9974,9598,376,01/30 23:59,1/31 16:08,LMB,KP,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-30,IN,,,,,,,,,,,,,,6976408,710665,,,,2949445,624959,2324486,,1648,40266,,387,7039,212,,,404922,9967,9592,375,01/29 23:59,1/30 16:14,HRZ,KJZ,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-29,IN,,,,,,,,,,,,,,6929205,707942,,,,2940233,622625,2317608,,1725,40150,,399,7019,219,,,403634,9925,9549,376,01/28 23:59,1/29 15:57,GBS,JAL,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-28,IN,,,,,,,,,,,,,,6884491,704889,,,,2930353,619995,2310358,,1915,40018,,420,6993,232,,,401700,9879,9504,375,01/27 23:59,01/28 16:15,EPC,JAG,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-27,IN,,,,,,,,,,,,,,6830296,701673,,,,2920127,617176,2302951,,1902,39894,,430,6974,242,,,399347,9845,9470,375,01/26 23:59,01/27 16:19,MVO,KVP,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-26,IN,,,,,,,,,,,,,,6787227,699136,,,,2912183,614946,2297237,,1976,39753,,449,6935,249,,,396991,9807,9432,375,01/25 23:59,01/26 15:57,GBS,NEZ,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-25,IN,,,,,,,,,,,,,,6761438,697231,,,,2907032,613228,2293804,,2045,39609,,459,6916,257,,,394046,9728,9352,376,01/24 23:59,01/25 16:03,GBS,JCF,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-24,IN,,,,,,,,,,,,,,6738341,694707,,,,2900051,611039,2289012,,2118,39505,,478,6917,243,,,390699,9716,9340,376,01/23 23:59,01/24 16:34,SLS,NEZ,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-23,IN,,,,,,,,,,,,,,6701477,691677,,,,2890956,608519,2282437,,2134,39396,,478,6885,261,,,389773,9693,9317,376,01/22 23:59,01/23 15:57,GBS,HMH,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-22,IN,,,,,,,,,,,,,,6652500,688073,,,,2879896,605426,2274470,,2151,39242,,496,6849,266,,,388141,9642,9267,375,01/21 23:59,01/22 16:13,EFD,LSW,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-21,IN,,,,,,,,,,,,,,6600039,684081,,,,2867990,601937,2266053,,2303,39045,,519,6811,266,,,387324,9593,9218,375,01/20 23:59,01/21 16:06,SAC,JCF,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-20,IN,,,,,,,,,,,,,,6545320,679955,,,,2855991,598313,2257678,,2302,38857,,522,6799,275,,,385183,9529,9154,375,01/19 23:59,01/20 15:57,GBS,JCF,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-19,IN,,,,,,,,,,,,,,6498762,676693,,,,2847632,595436,2252196,,2332,38695,,525,6764,263,,,382304,9466,9092,374,01/18 23:59,01/19 16:17,LLB,JAG,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-18,IN,,,,,,,,,,,,,,6462786,673631,,,,2839505,592709,2246796,,2386,38544,,557,6742,282,,,379277,9340,8966,374,01/17 23:59,01/18 16:06,SKP,JCF,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-17,IN,,,,,,,,,,,,,,6431185,670629,,,,2831352,590211,2241141,,2348,38398,,527,6719,279,,,376384,9310,8936,374,01/16 23:59,01/17 16:24,CLC,HAH,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-16,IN,,,,,,,,,,,,,,6386194,666864,,,,2819864,587049,2232815,,2404,38266,,525,6685,269,,,375699,9287,8913,374,01/15 23:59,01/16 15:53,GBS,RRS,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-15,IN,,,,,,,,,,,,,,6328023,662323,,,,2806743,583160,2223583,,2432,38056,,551,6641,285,,,374379,9246,8872,374,01/14 23:59,01/15 16:24,MAA,KVP,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-14,IN,,,,,,,,,,,,,,6271603,656974,,,,2792291,578494,2213797,,2440,37868,,550,6610,280,,,373704,9202,8830,372,01/13 23:59,01/14 16:21,JWD,JAG,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-13,IN,,,,,,,,,,,,,,6220087,652054,,,,2779991,574119,2205872,,2484,37679,,550,6583,284,,,372444,9163,8790,373,01/12 23:59,01/13 16:03,GBS,JAL,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-12,IN,,,,,,,,,,,,,,6175128,647868,,,,2770157,570477,2199680,,2515,37505,,553,6540,293,,,370456,9104,8731,373,01/11 23:59,01/12 16:08,JXR,JAG,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-11,IN,,,,,,,,,,,,,,6140884,644393,,,,2762573,567338,2195235,,2537,37288,,568,6510,286,,,367734,9016,8643,373,01/10 23:59,01/11 15:59,NMW,MBM,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-10,IN,,,,,,,,,,,,,,6109153,640198,,,,2752524,563653,2188871,,2593,37125,,556,6481,291,,,364890,8985,8613,372,01/09 23:59,01/10 16:05,NMW,BSL,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-09,IN,,,,,,,,,,,,,,6061499,634311,,,,2738914,558560,2180354,,2678,36959,,579,6441,299,,,364221,8966,8595,371,01/08 23:59,01/09 16:03,DEP,BAG,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-08,IN,,,,,,,,,,,,,,6005403,627575,,,,2724389,552594,2171795,,2769,36766,,584,6408,295,,,362458,8892,8521,371,01/07 23:59,01/08 16:20,JLS,JAG,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-07,IN,,,,,,,,,,,,,,5950922,620799,,,,2710638,546499,2164139,,2812,36517,,593,6377,306,,,360087,8823,8452,371,01/06 23:59,01/07 16:46,MVO,CB-M,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-06,IN,,,,,,,,,,,,,,5894505,612814,,,,2694585,539229,2155356,,2782,36314,,586,6355,303,,,357442,8743,8371,372,01/05 23:59,01/06 15:51,SBH,JCF,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-05,IN,,,,,,,,,,,,,,5845344,606160,,,,2681739,533083,2148656,,2907,36121,,591,6364,326,,,354859,8663,8292,371,01/04 23:59,01/05 15:57,GBS,DZL,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-04,IN,,,,,,,,,,,,,,5814026,602535,,,,2675056,529688,2145368,,2836,35856,,649,6292,321,,,351569,8514,8150,364,01/03 23:59,01/04 16:05,LMB,MBM,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-03,IN,,,,,,,,,,,,,,5792697,598551,,,,2667473,526071,2141402,,2714,35646,,648,6251,326,,,348425,8475,8111,364,01/02 23:59,01/03 16:14,MBM,JCF,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-02,IN,,,,,,,,,,,,,,5769273,595137,,,,2660696,523090,2137606,,2655,35407,,663,6206,342,,,347401,8410,8055,355,01/01 23:59,01/02 16:07,GBS,LSW,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2021-01-01,IN,,,,,,,,,,,,,,5730043,589048,,,,2649964,517773,2132191,,2786,35210,,676,6194,348,,,345474,8371,8016,355,12/31 23:59,01/01 16:11,EFD,KVP,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-31,IN,,,,,,,,,,,,,,5681710,581967,,,,2636695,511485,2125210,,2842,34999,,633,6144,353,,,342578,8263,7911,352,12/30 23:59,12/31 16:15,SKP,SB,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-30,IN,,,,,,,,,,,,,,5627342,455701,,,,2622879,505017,2117862,,2941,34761,,659,6078,365,,,339416,8160,7812,348,12/29 23:59,12/30 16:47,SKP,HAH,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-29,IN,,,,,,,,,,,,,,5585093,455701,,,,2613675,500282,2113393,,2951,34534,,646,6044,363,,,335678,8051,7703,348,12/28 23:59,12/29 16:10,ALM,JCF,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-28,IN,,,,,,,,,,,,,,5553545,452139,,,,2605669,496306,2109363,,2866,34272,,632,5993,364,,,330642,7886,7539,347,12/27 23:59,12/28 16:07,KEH,JAL,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-27,IN,,,,,,,,,,,,,,5536056,449547,,,,2600211,493841,2106370,,2811,34102,,638,5963,360,,,324634,7843,7496,347,12/26 23:59,12/27 17:16,HAR,SMBS,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-26,IN,,,,,,,,,,,,,,5517514,447970,,,,2595969,492021,2103948,,2808,33835,,636,5908,352,,,323054,7801,7461,340,12/25 23:59,12/26 16:22,SKP,BML,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-25,IN,,,,,,,,,,,,,,5484835,438752,,,,2586165,488180,2097985,,2918,33664,,633,5881,369,,,320167,7770,7431,339,12/24 23:59,12/25 16:05,NLK,JAG,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-24,IN,,,,,,,,,,,,,,5431146,438752,,,,2572545,482734,2089811,,3013,33465,,633,5857,369,,,314963,7730,7391,339,12/23 23:59,12/24 16:04,SKP,HAH,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-23,IN,,,,,,,,,,,,,,5376575,432483,,,,2556493,476538,2079955,,3123,33214,,664,5820,364,,,308573,7645,7306,339,12/22 23:59,12/23 15:57,SAC,HMH,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-22,IN,,,,,,,,,,,,,,5330603,428014,,,,2545018,471876,2073142,,3064,32992,,649,5780,356,,,302456,7581,7244,337,12/21 11:59,12/22 16:23,GBS,CB-M,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-21,IN,,,,,,,,,,,,,,5288642,424789,,,,2533672,468219,2065453,,2967,32710,,665,5742,345,,,295682,7438,7101,337,12/20 11:59,12/21 16:09,KFA,JCF,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-20,IN,,,,,,,,,,,,,,5260527,421339,,,,2523679,464354,2059325,,2932,32496,,660,5700,343,,,287402,7404,7070,334,12/19 11:59,12/20 16:16,SIM,KVP,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-19,IN,,,,,,,,,,,,,,5196436,415266,,,,2505094,457871,2047223,,2932,32271,,673,5676,358,,,284558,7338,7017,321,12/18 11:59,12/19 16:12,SAC,JCF,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-18,IN,,,,,,,,,,,,,,5157016,410895,,,,2492370,453139,2039231,,3065,32042,,674,5637,370,,,281473,7265,6944,321,12/17 11:59,12/18 15:58,HRZ,HMH,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-17,IN,,,,,,,,,,,,,,5102994,405471,,,,2477734,447190,2030544,,3147,31820,,683,5605,382,,,276505,7180,6860,320,12/16 11:59,12/17 16:43,SKP,LSW,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-16,IN,,,,,,,,,,,,,,5050163,399796,,,,2461562,440850,2020712,,3192,31575,,852,5564,380,,,275246,7101,6781,320,12/15 11:59,12/16 17:14,JWD,JCF,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-15,IN,,,,,,,,,,,,,,5000278,394462,,,,2446551,434642,2011909,,3229,31324,,911,5538,404,,,269838,6968,6657,311,12/14 11:59,12/15 15:59,DXN,JCF,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-14,IN,,,,,,,,,,,,,,4961368,390585,,,,2435885,430401,2005484,,3072,31035,,872,5489,385,,,263874,6840,6530,310,12/13 23:59,12/14 16:09,KSB,BSL,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-13,IN,,,,,,,,,,,,,,4927385,385912,,,,2423719,425434,1998285,,3108,30796,,885,5441,386,,,257026,6805,6495,310,12/12 23:59,12/13 16:08,MBM,BSL,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-12,IN,,,,,,,,,,,,,,4879677,380981,,,,2406388,419536,1986852,,3141,30533,,914,5423,418,,,254949,6758,6458,300,12/11 23:59,12/12 16:27,DEP,BML,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-11,IN,,,,,,,,,,,,,,4818990,374187,,,,2387500,412135,1975365,,3204,30126,,939,5353,416,,,252215,6673,6373,300,12/10 23:59,12/11 16:11,HRZ,CB-M,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-10,IN,,,,,,,,,,,,,,4762893,367427,,,,2369181,404935,1964246,,3221,29743,,949,5275,410,,,247133,6603,6302,301,12/09 23:59,12/10 16:16,SKP,HMH,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-09,IN,,,,,,,,,,,,,,4706966,361752,,,,2352854,398417,1954437,,3244,29412,,949,5238,414,,,241677,6506,6207,299,12/08 23:59,12/09 16:14,BMC,JCF,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-08,IN,,,,,,,,,,,,,,4656827,357104,,,,2338308,392663,1945645,,3250,29029,,955,5193,399,,,236245,6410,6109,301,12/07 23:59,12/08 15:57,SBH,HAH,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-07,IN,,,,,,,,,,,,,,4614540,352008,,,,2323969,387278,1936691,,3214,28643,,954,5128,393,,,230157,6284,5986,298,12/06 23:59,12/07 16:00,CKW,RS,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-06,IN,,,,,,,,,,,,,,4577211,347061,,,,2309879,381617,1928262,,3189,28367,,961,5081,368,,,224059,6242,5944,298,12/05 23:59,12/06 16:05,MBM,JCF,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-05,IN,,,,,,,,,,,,,,4525760,341255,,,,2292178,375019,1917159,,3255,28016,,961,5033,368,,,222022,6207,5910,297,12/04 23:59,12/05 16:24,SIM,HMH,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-04,IN,,,,,,,,,,,,,,4464492,334650,,,,2272182,367329,1904853,,3289,27672,,955,4990,383,,,219094,6122,5832,290,12/03 23:59,12/04 18:12,EEM,LSW,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-03,IN,,,,,,,,,,,,,,4402956,327467,,,,2252864,359430,1893434,,3362,27236,,987,4931,399,,,213673,6033,5748,285,12/02 23:59,12/03 16:28,ALM,JCF,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-02,IN,,,,,,,,,,,,,,4342486,320141,,,,2232102,350970,1881132,,3441,26854,,1001,4867,407,,,208176,5973,5688,285,12/01 23:59,12/02 17:34,DXN,KJZ,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-12-01,IN,,,,,,,,,,,,,,4295987,313886,,,,2217258,344373,1872885,,3460,26424,,990,4794,386,,,203214,5864,5598,266,11/30 23:59,12/01 15:55,EFD,HMH,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-11-30,IN,,,,,,,,,,,,,,4259964,309723,,,,2204581,338977,1865604,,3401,26018,,968,4722,389,,,197078,5723,5456,267,11/29 23:59,11/30 16:36,CKW,CB-M,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-11-29,IN,,,,,,,,,,,,,,4222028,304037,,,,2188928,333312,1855616,,3392,25632,,951,4660,355,,,191290,5685,5418,267,11/28 23:59,11/29 16:08,MMT,SMBS,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-11-28,IN,,,,,,,,,,,,,,4183401,300487,,,,2174751,329008,1845743,,3381,25329,,938,4604,356,,,189640,5663,5394,269,11/27 23:59,11/28 16:14,KSB,BML,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-11-27,IN,,,,,,,,,,,,,,4148596,296828,,,,2162110,324537,1837573,,3287,24940,,946,4538,338,,,187259,5594,5328,266,11/26 23:59,11/27 16:47,EFD,QN,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-11-26,IN,,,,,,,,,,,,,,4100250,291641,,,,2145727,318894,1826833,,3384,24574,,955,4493,338,,,182726,5561,5295,266,11/25 23:59,11/26 16:16,EEM,KVP,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-11-25,IN,,,,,,,,,,,,,,4038194,285743,,,,2126395,312521,1813874,,3363,24217,,956,4421,326,,,177972,5498,5232,266,11/24 23:59,11/25 16:15,HGC,RS,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-11-24,IN,,,,,,,,,,,,,,3976683,280434,,,,2107744,306538,1801206,,3279,23884,,909,4371,325,,,173231,5435,5169,266,11/24 23:05,11/24 17:07,JAB,DZL,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-11-23,IN,,,,,,,,,,,,,,3939645,275890,,,,2090728,300913,1789815,,3219,23526,,915,4313,317,,,169211,5332,5067,265,11/22 23:59,11/23 16:17,CKW,HMH,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-11-22,IN,,,,,,,,,,,,,,3897545,271532,,,,2072690,295357,1777333,,3144,23209,,878,4284,310,,,164992,5305,5040,265,11/21 23:59,11/22 16:25,PJS,LDH,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-11-21,IN,,,,,,,,,,,,,,3846380,265477,,,,2053143,289183,1763960,,3168,22874,,925,4227,291,,,163741,5246,4992,254,11/20 23:59,11/21 16:22,JCF,KVP,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-11-20,IN,,,,,,,,,,,,,,3785422,259467,,,,2030938,282311,1748627,,3077,22512,,898,4182,278,,,162324,5206,4952,254,11/19 23:59,11/20 16:03,MBM,LSW,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
2020-11-19,IN,,,,,,,,,,,,,,3725334,253606,,,,2009763,275503,1734260,,3063,22160,,854,4129,269,,,159413,5143,4889,254,11/18 23:59,11/19 16:25,JCF,DZL,"PROCESS: If the page is broken, IN posts pictures of the data every day on twitter(state media link). ",A+
