date,state,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,negativeTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,negativeTestsAntigen,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestEncountersViral,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,probableCases,totalTestsPeopleViral,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,hospitalizedDischarged,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,hospitalizedDischarged,recovered,death,deathConfirmed,deathProbable,lastUpdateTime,dateChecked,checker,doubleChecker,privateNotes,dataQualityGrade
2021-02-10,MT,,,,,,,,,,,,,,1001074,,,93921,2674,,96595,,,108,4400,,19,,11,,,92248,1320,,,02/10 1:59,02/10 15:45,HAH,JCF,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A+
2021-02-09,MT,,,,,,,,,,,,,,997279,,,93658,2630,,96288,,,102,4374,,24,,14,,,91784,1315,,,02/09 1:59,02/09 15:45,MVO,JAG,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A+
2021-02-08,MT,,,,,,,,,,,,,,992938,,,93352,2562,,95914,,,101,4356,,18,,10,,,91380,1314,,,02/08 1:59,02/02 15:41,KFA,JCF,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A+
2021-02-07,MT,,,,,,,,,,,,,,988597,,,93246,2544,,95790,,,101,4353,,18,,10,,,91162,1314,,,02/07 1:59,02/07 15:50,RRS,LDH,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A+
2021-02-06,MT,,,,,,,,,,,,,,986635,,,93186,2531,,95717,,,107,4350,,18,,10,,,91060,1312,,,02/06 1:59,02/06 15:57,LXG,KWS,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A+
2021-02-05,MT,,,,,,,,,,,,,,981178,,,92956,2502,,95458,,,102,4341,,24,,14,,,90654,1307,,,02/05 1:59,02/05 15:52,EFD,LSW,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A+
2021-02-04,MT,,,,,,,,,,,,,,974723,,,92644,2467,,95111,,,115,4327,,23,,13,,,90402,1308,,,02/04 1:59,02/04 15:51,KSB,JAG,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A+
2021-02-03,MT,,,,,,,,,,,,,,968115,,,92398,2412,,94810,,,121,4307,,18,,13,,,90086,1303,,,02/03 1:59,02/03 15:50,DMO,KVP,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A+
2021-02-02,MT,,,,,,,,,,,,,,960130,,,92062,2322,,94384,,,116,4273,,20,,13,,,89542,1249,,,02/02 1:59,02/02 15:59,JXR,MM,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A+
2021-02-01,MT,,,,,,,,,,,,,,956718,,,91810,2260,,94070,,,108,4248,,20,,15,,,89218,1234,,,02/01 1:59,02/01 15:52,EPC,HAH,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A+
2021-01-31,MT,,,,,,,,,,,,,,954249,,,91710,2239,,93949,,,101,4245,,20,,15,,,89073,1233,,,01/31 1:59,01/31 16:19,SLS,KWS,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A+
2021-01-30,MT,,,,,,,,,,,,,,950743,,,91545,2217,,93762,,,101,4246,,20,,15,,,88822,1232,,,01/30 1:59,01/30 15:54,KSB,KVP,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A+
2021-01-29,MT,,,,,,,,,,,,,,942390,,,91133,2113,,93246,,,103,4217,,23,,17,,,88291,1227,,,01/29 1:59,01/29 15:49,CLC,JAL,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A+
2021-01-28,MT,,,,,,,,,,,,,,936928,,,90895,2039,,92934,,,114,4203,,19,,15,,,87720,1210,,,01/28 1:59,01/28 16:13,ANM,QN,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A+
2021-01-27,MT,,,,,,,,,,,,,,927981,,,90553,1978,,92531,,,118,4177,,22,,15,,,87018,1201,,,01/27 1:59,01/27 15:57,EFD,JCF,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A
2021-01-26,MT,,,,,,,,,,,,,,922956,,,,,,92160,,,128,4141,,23,,16,,,86733,1185,,,01/26 1:59,01/26 15:38,LHS,JCF,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A
2021-01-25,MT,,,,,,,,,,,,,,920116,,,,,,91816,,,129,4128,,25,,15,,,86274,1151,,,01/25 1:59,01/25 15:51,KSB,HAH,PROCESS: Current ICU & Current Vent update Tuesday - Saturday. Carry over values on days they do not update,A
2021-01-24,MT,,,,,,,,,,,,,,911686,,,,,,91652,,,135,4125,,25,,15,,,85881,1151,,,01/24 1:59,01/24 15:53,CEM,HMH,,A
2021-01-23,MT,,,,,,,,,,,,,,906753,,,,,,91410,,,141,4112,,25,,15,,,85686,1141,,,01/23 1:59,01/23 15:50,HGC,RRS,,A
2021-01-22,MT,,,,,,,,,,,,,,899769,,,,,,91049,,,138,4081,,27,,14,,,85095,1104,,,01/22 1:59,01/22 15:51,SKP,NEZ,,A
2021-01-21,MT,,,,,,,,,,,,,,892770,,,,,,90649,,,137,4049,,26,,12,,,84708,1100,,,01/21 1:59,01/21 15:48,EPC,NEZ,,A
2021-01-20,MT,,,,,,,,,,,,,,887884,,,,,,90255,,,159,4022,,25,,13,,,84255,1094,,,01/20 1:59,01/20 15:40,AJC,KJZ,,A
2021-01-19,MT,,,,,,,,,,,,,,883672,,,,,,89864,,,163,3992,,26,,13,,,83825,1093,,,01/19 1:59,01/19 15:35,LHS,BSL,,A
2021-01-18,MT,,,,,,,,,,,,,,881412,,,,,,89576,,,169,3974,,32,,17,,,83527,1093,,,01/18 1:59,01/18 15:57,SBH,JAL,,A
2021-01-17,MT,,,,,,,,,,,,,,879728,,,,,,89393,,,172,3962,,32,,17,,,83154,1092,,,01/17 1:59,01/17 15:53,JWD,CB-M,,A
2021-01-16,MT,,,,,,,,,,,,,,874943,,,,,,89056,,,190,3957,,32,,17,,,82920,1088,,,01/16 1:59,01/16 15:39,GBS,BSL,,A
2021-01-15,MT,,,,,,,,,,,,,,869564,,,,,,88635,,,188,3940,,34,,17,,,82460,1086,,,01/15 1:59,01/15 15:50,HRZ,NEZ,,A
2021-01-14,MT,,,,,,,,,,,,,,862427,,,,,,88110,,,192,3917,,36,,21,,,82190,1077,,,01/14 1:59,01/14 15:45,MEB,JCF,,A
2021-01-13,MT,,,,,,,,,,,,,,855069,,,,,,87653,,,199,3903,,36,,21,,,81676,1069,,,01/13 1:59,01/13 15:38,KFA,LSW,,A
2021-01-12,MT,,,,,,,,,,,,,,851594,,,,,,87077,,,187,3883,,36,,21,,,81183,1067,,,01/12 1:59,01/12 15:45,JWD,KJZ,,A
2021-01-11,MT,,,,,,,,,,,,,,845439,,,,,,86653,,,207,3853,,35,,18,,,80674,1057,,,01/11 1:59,01/11 15:41,SAC,JAL,,A
2021-01-10,MT,,,,,,,,,,,,,,842250,,,,,,86324,,,201,3834,,36,,17,,,80237,1056,,,01/10 1:59,01/10 15:59,MEB,HMH,,A
2021-01-09,MT,,,,,,,,,,,,,,837136,,,,,,86102,,,204,3837,,40,,22,,,79906,1054,,,01/09 1:59,01/09 15:38,LHS,BAG,,A
2021-01-08,MT,,,,,,,,,,,,,,831887,,,,,,85568,,,205,3814,,37,,21,,,79114,1049,,,01/08 1:59,01/08 15:44,JLS,BAG,,A
2021-01-07,MT,,,,,,,,,,,,,,823279,,,,,,84750,,,208,3782,,40,,21,,,78796,1038,,,01/07 1:59,01/07 15:54,HGC,HAH,,A
2021-01-06,MT,,,,,,,,,,,,,,817142,,,,,,84060,,,219,3738,,41,,21,,,78114,1015,,,01/06 1:59,01/06 15:50,SAO,ALF,,A
2021-01-05,MT,,,,,,,,,,,,,,813082,,,,,,83378,,,212,3686,,37,,22,,,77449,1005,,,01/05 1:59,01/05 15:58,EFD,LSW,,A
2021-01-04,MT,,,,,,,,,,,,,,810880,,,,,,82664,,,191,3650,,39,,22,,,76633,975,,,01/04 1:59,01/04 15:45,CKW,JCF,,A
2021-01-03,MT,,,,,,,,,,,,,,795796,,,,,,82381,,,192,3631,,39,,22,,,76501,972,,,01/03 1:59,01/03 15:47,MBM,KP,,A
2021-01-02,MT,,,,,,,,,,,,,,792779,,,,,,81944,,,194,3618,,39,,23,,,75974,971,,,01/02 1:59,01/02 17:54,GBS,LSW,,A
2021-01-01,MT,,,,,,,,,,,,,,791589,,,,,,81555,,,203,3568,,39,,23,,,74991,961,,,01/01 0:00,01/01 16:00,PJS,BSL,,A
2020-12-31,MT,,,,,,,,,,,,,,791589,,,,,,81555,,,203,3568,,44,,25,,,74991,961,,,12/31 1:59,12/31 15:37,LHS,BSL,,A
2020-12-30,MT,,,,,,,,,,,,,,786808,,,,,,81300,,,223,3553,,46,,26,,,74970,950,,,12/30 1:59,12/30 15:43,NLK,RRS,,A
2020-12-29,MT,,,,,,,,,,,,,,783495,,,,,,80426,,,218,3514,,47,,24,,,74096,939,,,12/29 1:59,12/29 15:46,ALM,MBM,,A
2020-12-28,MT,,,,,,,,,,,,,,782018,,,,,,79999,,,213,3464,,43,,21,,,73481,927,,,12/28 1:59,12/28 15:38,LMB,BSL,,A
2020-12-27,MT,,,,,,,,,,,,,,780119,,,,,,79780,,,200,3451,,44,,22,,,72729,924,,,12/27 1:59,12/27 15:56,NLK,NEZ,,A
2020-12-26,MT,,,,,,,,,,,,,,778541,,,,,,79433,,,216,3429,,46,,21,,,72284,919,,,12/26 1:59,12/26 15:56,PJS,BML,,A
2020-12-25,MT,,,,,,,,,,,,,,771693,,,,,,78929,,,241,3406,,46,,21,,,70176,916,,,12/24 1:59,12/25 15:52,PJS,BSL,,A
2020-12-24,MT,,,,,,,,,,,,,,771693,,,,,,78929,,,241,3406,,47,,19,,,70176,916,,,12/24 1:59,12/24 15:39,LDH,BSL,,A
2020-12-23,MT,,,,,,,,,,,,,,766196,,,,,,78522,,,251,3360,,50,,24,,,69555,914,,,12/23 1:59,12/23 15:47,ARD,HAH,,A
2020-12-22,MT,,,,,,,,,,,,,,762854,,,,,,77947,,,253,3332,,62,,27,,,69101,895,,,12/22 1:59,12/22 15:43,GBS,HMH,,A
2020-12-21,MT,,,,,,,,,,,,,,758979,,,,,,77324,,,253,3280,,64,,31,,,68440,881,,,12/21 1:59,12/21 15:43,JJH,BSL,,A
2020-12-20,MT,,,,,,,,,,,,,,755291,,,,,,77170,,,258,3261,,61,,35,,,67435,865,,,12/20 1:59,12/20 15:59,SAC,NEZ,,A
2020-12-19,MT,,,,,,,,,,,,,,752243,,,,,,76619,,,267,3248,,63,,38,,,67271,864,,,12/19 1:59,12/19 15:47,BNB,JCF,,A
2020-12-18,MT,,,,,,,,,,,,,,747802,,,,,,75992,,,275,3226,,63,,35,,,65873,854,,,12/18 1:59,12/18 16:00,LNH,BSL,,A
2020-12-17,MT,,,,,,,,,,,,,,742540,,,,,,75483,,,306,3199,,64,,29,,,65393,849,,,12/17 1:59,12/17 15:45,JLS,BSL,,A
2020-12-16,MT,,,,,,,,,,,,,,736059,,,,,,74644,,,311,3153,,65,,35,,,64737,836,,,12/16 1:59,12/16 15:44,EEM,BSL,,A
2020-12-15,MT,,,,,,,,,,,,,,732739,,,,,,74040,,,338,3119,,68,,34,,,64298,826,,,12/15 1:59,12/15 15:51,YXC,HAH,,A
2020-12-14,MT,,,,,,,,,,,,,,727059,,,,,,73303,,,350,3080,,70,,36,,,62778,818,,,12/14 1:59,12/14 16:29,BNB,HMH,,A
2020-12-13,MT,,,,,,,,,,,,,,722308,,,,,,73303,,,365,3080,,72,,37,,,62778,818,,,12/13 1:59,12/13 15:52,HMT,BSL,,A
2020-12-12,MT,,,,,,,,,,,,,,718502,,,,,,72644,,,365,3072,,69,,36,,,61877,816,,,12/12 1:59,12/12 15:43,KEH,HMH,,A
2020-12-11,MT,,,,,,,,,,,,,,711734,,,,,,71870,,,372,3039,,69,,36,,,61093,805,,,12/11 1:59,12/11 15:49,HRZ,BSL,,A
2020-12-10,MT,,,,,,,,,,,,,,702525,,,,,,70892,,,488,3003,,76,,37,,,52994,781,,,12/10 1:59,12/10 18:34,EPC,HMH,,A
2020-12-09,MT,,,,,,,,,,,,,,699468,,,,,,70133,,,490,2963,,80,,39,,,52068,771,,,12/09 1:59,12/09 16:10,KSB,JAG,,A
2020-12-08,MT,,,,,,,,,,,,,,696878,,,,,,69346,,,479,2909,,79,,41,,,51135,763,,,12/08 1:59,12/08 15:48,KJZ,HAH,,A
2020-12-07,MT,,,,,,,,,,,,,,692763,,,,,,68591,,,492,2875,,77,,40,,,50652,742,,,12/07 1:59,12/07 15:40,MBM,RS,,A
2020-12-06,MT,,,,,,,,,,,,,,688214,,,,,,67875,,,475,2836,,77,,44,,,50287,736,,,12/06 1:59,12/06 15:39,MSO,BSL,,A
2020-12-05,MT,,,,,,,,,,,,,,682583,,,,,,67069,,,466,2815,,84,,47,,,49910,734,,,12/05 1:59,12/05 15:41,DMO,JCF,,A
2020-12-04,MT,,,,,,,,,,,,,,675262,,,,,,66436,,,483,2810,,81,,43,,,49217,727,,,12/04 1:59,12/04 15:48,SAC,KVP,,A
2020-12-03,MT,,,,,,,,,,,,,,669081,,,,,,65122,,,474,2762,,87,,31,,,48360,722,,,12/03 1:59,12/03 15:41,KFA,KJZ,,A
2020-12-02,MT,,,,,,,,,,,,,,663581,,,,,,64340,,,478,2733,,90,,45,,,47533,713,,,12/02 1:59,12/02 16:00,BMC,LSW,,A
2020-12-01,MT,,,,,,,,,,,,,,660895,,,,,,63205,,,495,2680,,88,,46,,,46350,698,,,12/01 1:59,12/01 15:40,MEB,BSL,,A
2020-11-30,MT,,,,,,,,,,,,,,656021,,,,,,62198,,,477,2622,,84,,46,,,45486,681,,,11/30 1:59,11/30 15:50,JWD,BSL,,A
2020-11-29,MT,,,,,,,,,,,,,,650223,,,,,,61801,,,461,2569,,88,,48,,,44100,671,,,11/29 1:59,11/29 15:44,MMT,SMBS,,A
2020-11-28,MT,,,,,,,,,,,,,,645393,,,,,,60845,,,461,2569,,99,,47,,,44100,669,,,11/28 1:59,11/28 15:37,HAH,BSL,,A
2020-11-27,MT,,,,,,,,,,,,,,642514,,,,,,59796,,,452,2526,,97,,45,,,43290,657,,,11/27 1:59,11/27 15:43,BNB,BSL,,A
2020-11-26,MT,,,,,,,,,,,,,,631927,,,,,,59682,,,455,2534,,91,,48,,,43077,658,,,11/26 1:59,11/26 15:39,HAH,BSL,,A
2020-11-25,MT,,,,,,,,,,,,,,627851,,,,,,58565,,,462,2474,,87,,47,,,42012,652,,,11/25 1:59,11/25 16:06,HGC,JAL,,A
2020-11-24,MT,,,,,,,,,,,,,,622796,,,,,,57504,,,467,2420,,80,,41,,,40686,630,,,11/24 1:59,11/24 15:50,HAH,SMBS,,A
2020-11-23,MT,,,,,,,,,,,,,,617974,,,,,,56381,,,467,2377,,84,,44,,,39450,614,,,11/23 1:59,11/23 15:44,BNB,LDH,,B
2020-11-22,MT,,,,,,,,,,,,,,613009,,,,,,55680,,,477,2350,,,,,,,39051,603,,,11/22 1:59,11/22 15:38,RS,LDH,,B
2020-11-21,MT,,,,,,,,,,,,,,608502,,,,,,54542,,,474,2336,,,,,,,38701,600,,,11/21 1:59,11/21 15:56,HAH,SB,,B
2020-11-20,MT,,,,,,,,,,,,,,601675,,,,,,53293,,,506,2252,,,,,,,30557,567,,,11/20 1:59,11/20 15:37,MBM,BSL,,B
2020-11-19,MT,,,,,,,,,,,,,,595829,,,,,,51818,,,482,2221,,,,,,,30477,561,,,11/19 1:59,11/19 16:09,MSO,QN,,B
2020-11-18,MT,,,,,,,,,,,,,,591406,,,,,,50582,,,463,2202,,,,,,,30400,561,,,11/18 1:59,11/18 17:07,JWD,KJZ,,B
2020-11-17,MT,,,,,,,,,,,,,,583828,,,,,,49398,,,456,2161,,,,,,,29105,543,,,11/17 1:59,11/17 15:42,EEM,BSL,,B
2020-11-16,MT,,,,,,,,,,,,,,573334,,,,,,48027,,,453,2066,,,,,,,27496,522,,,11/16 1:59,11/16 16:54,GET,DZL,,B
2020-11-15,MT,,,,,,,,,,,,,,572561,,,,,,47158,,,435,2047,,,,,,,27472,520,,,11/15 1:59,11/15 15:36,AXA,BSL,,B
2020-11-14,MT,,,,,,,,,,,,,,569694,,,,,,45886,,,435,2042,,,,,,,27472,514,,,11/14 1:59,11/14 15:42,HAH,PK,,B
2020-11-13,MT,,,,,,,,,,,,,,566544,,,,,,44244,,,492,1556,,,,,,,25389,477,,,11/13 1:59,11/13 15:35,MSO,BSL,,B
2020-11-12,MT,,,,,,,,,,,,,,557951,,,,,,43031,,,499,1541,,,,,,,24804,472,,,11/12 1:59,11/12 15:38,BNB,BSL,,B
2020-11-11,MT,,,,,,,,,,,,,,547728,,,,,,42070,,,500,1530,,,,,,,24594,472,,,11/11 1:59,11/11 15:41,EFD,BSL,,B
2020-11-10,MT,,,,,,,,,,,,,,544566,,,,,,41151,,,487,1510,,,,,,,23873,462,,,11/10 1:59,11/10 15:36,SNW,BSL,,B
2020-11-09,MT,,,,,,,,,,,,,,540913,,,,,,40053,,,470,1492,,,,,,,23825,457,,,11/09 1:59,11/09 15:34,SNW,BSL,,B
2020-11-08,MT,,,,,,,,,,,,,,526591,,,,,,39679,,,458,1477,,,,,,,23793,456,,,11/08 1:59,11/08 15:44,MBM,BSL,,B
2020-11-07,MT,,,,,,,,,,,,,,525176,,,,,,38948,,,446,1465,,,,,,,23825,445,,,11/07 1:59,11/07 15:37,JCF,BSL,,B
2020-11-06,MT,,,,,,,,,,,,,,523596,,,,,,37947,,,437,1447,,,,,,,23607,419,,,11/06 1:59,11/06 15:35,SPA,BSL,,B
2020-11-05,MT,,,,,,,,,,,,,,520024,,,,,,36968,,,414,1421,,,,,,,23300,407,,,11/05 1:59,11/05 15:40,HMH,BSL,,B
2020-11-04,MT,,,,,,,,,,,,,,517288,,,,,,35955,,,407,1402,,,,,,,22146,404,,,11/04 1:59,11/04 15:46,MBM,JNG,,B
2020-11-03,MT,,,,,,,,,,,,,,512524,,,,,,35159,,,389,1384,,,,,,,21990,399,,,11/03 1:59,11/03 15:54,EFD,DZL,,B
2020-11-02,MT,,,,,,,,,,,,,,508931,,,,,,34252,,,386,1373,,,,,,,21496,386,,,11/02 1:59,11/02 15:35,SNW,BSL,,B
2020-11-01,MT,,,,,,,,,,,,,,501704,,,,,,33495,,,376,1357,,,,,,,21398,376,,,11/01 1:59,11/01 18:13,SMBS,NEZ,,B
2020-10-31,MT,,,,,,,,,,,,,,498915,,,,,,32801,,,369,1350,,,,,,,21353,375,,,10/31 1:59,10/31 15:40,SPA,LSW,,B
2020-10-30,MT,,,,,,,,,,,,,,492629,,,,,,31916,,,357,1327,,,,,,,21102,364,,,10/30 1:59,10/30 15:55,LJH,BSL,,B
2020-10-29,MT,,,,,,,,,,,,,,487607,,,,,,30853,,,373,1312,,,,,,,20042,337,,,10/29 1:59,10/29 16:04,AW,LDH,,B
2020-10-28,MT,,,,,,,,,,,,,,484470,,,,,,29966,,,374,1298,,,,,,,19519,325,,,10/28 1:59,10/28 15:43,GET,BSL,,B
2020-10-27,MT,,,,,,,,,,,,,,481322,,,,,,29346,,,350,1245,,,,,,,18981,305,,,10/27 1:59,10/27 16:04,GET,BSL,,C
2020-10-26,MT,,,,,,,,,,,,,,476325,,,,,,28501,,,360,1237,,,,,,,18343,303,,,10/26 1:59,10/26 15:47,CKW,JAC,,C
2020-10-25,MT,,,,,,,,,,,,,,465607,,,,,,27880,,,357,1229,,,,,,,17832,297,,,10/25 1:59,10/25 15:38,SMBS,RS,,C
2020-10-24,MT,,,,,,,,,,,,,,464032,,,,,,27142,,,348,1180,,,,,,,17436,294,,,10/24 1:59,10/24 16:07,RS,KP,,C
