date,state,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,negativeTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,negativeTestsAntigen,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestEncountersViral,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,probableCases,totalTestsPeopleViral,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,death,deathConfirmed,deathProbable,lastUpdateTime,dateChecked,checker,doubleChecker,privateNotes,dataQualityGrade
2020-05-22,NY,,,,,,,,,,,,,1600793,,,,358154,,,358154,1242639,,4844,87843,1581,,1254,,63292,23195,,,05/22 0:00,05/23 17:21,QN,ESK,"PROCESS: 
1. Get Testing info and deaths from dashboard. (Deaths is on the Fatality Tab).
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Currently Hosp. Discharge, ICU, Vent #s from either Daily email posted in Slack (or if not that then https://twitter.com/ZachReports). 

(5/23 QN) Total Hosp # was illegible on screenshot -- no email 
(5/12 RS) New Hosp # was illegible on screenshot, so we're not able to get an updated value for Cum Hosp.
(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports",A
2020-05-21,NY,,,,,,,,,,,,,1555055,,,,356458,,,356458,1198597,,5187,87638,1695,,1345,,62826,23083,,,05/21 0:00,05/21 16:44,RS,PR,"PROCESS: 
1. Get Testing info and deaths from dashboard. (Deaths is on the Fatality Tab).
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Currently Hosp. Discharge, ICU, Vent #s from either Daily email posted in Slack (or if not that then https://twitter.com/ZachReports). 

(5/12 RS) New Hosp # was illegible on screenshot, so we're not able to get an updated value for Cum Hosp.
(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports",A
2020-05-20,NY,,,,,,,,,,,,,1505836,,,,354370,,,354370,1151466,,5570,87459,1761,,1421,,61886,22976,,,05/20 0:00,05/20 16:43,MM/RS,RS/MM,"PROCESS: 
1. Get Testing info and deaths from dashboard. (Deaths is on the Fatality Tab).
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Currently Hosp. Discharge, ICU, Vent #s from either Daily email posted in Slack (or if not that then https://twitter.com/ZachReports). 

(5/12 RS) New Hosp # was illegible on screenshot, so we're not able to get an updated value for Cum Hosp.
(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports",A
2020-05-19,NY,,,,,,,,,,,,,1467739,,,,352845,,,352845,1114894,,5818,87169,1836,,1481,,61886,22843,,,05/19 0:00,5/19 15:31,RS,KP ,"PROCESS: 
1. Get Testing info and deaths from dashboard. (Deaths is on the Fatality Tab).
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Currently Hosp. Discharge, ICU, Vent #s from either Daily email posted in Slack (or if not that then https://twitter.com/ZachReports). 

(5/12 RS) New Hosp # was illegible on screenshot, so we're not able to get an updated value for Cum Hosp.
(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports",A
2020-05-18,NY,,,,,,,,,,,,,1439557,,,,351371,,,351371,1088186,,5840,86901,1908,,1538,,61681,22729,,,05/18 0:00,5/18 15:42,RS,PR,"PROCESS: 
1. Get Testing info and deaths from dashboard. (Deaths is on the Fatality Tab).
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Currently Hosp. Discharge, ICU, Vent #s from either Daily email posted in Slack (or if not that then https://twitter.com/ZachReports). 

(5/12 RS) New Hosp # was illegible on screenshot, so we're not able to get an updated value for Cum Hosp.
(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports",A
2020-05-17,NY,,,,,,,,,,,,,1413396,,,,350121,,,350121,1063275,,5897,86575,1981,,1601,,61381,22619,,,05/17 0:00,5/17 17:31,RS,KP,"PROCESS: 
1. Get Testing info and deaths from dashboard. (Deaths is on the Fatality Tab).
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Currently Hosp. Discharge, ICU, Vent #s from either Daily email posted in Slack (or if not that then https://twitter.com/ZachReports). 

(5/12 RS) New Hosp # was illegible on screenshot, so we're not able to get an updated value for Cum Hosp.
(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports",A
2020-05-16,NY,,,,,,,,,,,,,1378717,,,,348232,,,348232,1030485,,6220,86207,2077,,1674,,60796,22478,,,05/16 0:00,5/16 16:54,RS,QN,"PROCESS: 
1. Get Testing info and deaths from dashboard. (Deaths is on the Fatality Tab).
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Currently Hosp. Discharge, ICU, Vent #s from either Daily email posted in Slack (or if not that then https://twitter.com/ZachReports). 

(5/12 RS) New Hosp # was illegible on screenshot, so we're not able to get an updated value for Cum Hosp.
(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports",A
2020-05-15,NY,,,,,,,,,,,,,1338048,,,,345813,,,345813,992235,,6394,85782,2156,,1774,,60302,22304,,,05/14 0:00,5/15 16:31,KP,QN,"PROCESS: 
1. Get Positives, negatives and deaths from dashboard. (Deaths is on the Fatality Tab).
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Currently Hosp. Discharge, ICU, Vent #s from either Daily email posted in Slack (or if not that then https://twitter.com/ZachReports). 

(5/12 RS) New Hosp # was illegible on screenshot, so we're not able to get an updated value for Cum Hosp.
(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports",A
2020-05-14,NY,,,,,,,,,,,,,1298757,,,,343051,,,343051,955706,,6706,85454,2223,,1846,,59758,22170,,,05/14 0:00,5/15 16:31,KP,QN,"PROCESS: 
1. Get Positives, negatives and deaths from dashboard. (Deaths is on the Fatality Tab).
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Currently Hosp. Discharge, ICU, Vent #s from either Daily email posted in Slack (or if not that then https://twitter.com/ZachReports). 

(5/12 RS) New Hosp # was illegible on screenshot, so we're not able to get an updated value for Cum Hosp.
(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports",A
2020-05-13,NY,,,,,,,,,,,,,1258907,,,,340661,,,340661,918246,,6946,85008,2308,,1908,,59193,22013,,,05/13 0:00,,,,"PROCESS: 
1. Get Positives, negatives and deaths from dashboard. (Deaths is on the Fatality Tab).
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Currently Hosp. Discharge, ICU, Vent #s from either Daily email posted in Slack (or if not that then https://twitter.com/ZachReports). 

(5/12 RS) New Hosp # was illegible on screenshot, so we're not able to get an updated value for Cum Hosp.
(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports",A
2020-05-12,NY,,,,,,,,,,,,,1225113,,,,338485,,,338485,886628,,7063,84489,2375,,1964,,58679,21845,,,05/12 0:00,05/12 16:45,RS,KP,"PROCESS: 
1. Get Positives, negatives and deaths from dashboard. (Deaths is on the Fatality Tab).
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Currently Hosp. Discharge, ICU, Vent #s from either Daily email posted in Slack (or if not that then https://twitter.com/ZachReports). 

(5/12 RS) New Hosp # was illegible on screenshot, so we're not able to get an updated value for Cum Hosp.
(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports",A
2020-05-11,NY,,,,,,,,,,,,,1204650,,,,337055,,,337055,867595,,7226,84194,2450,,2020,,58363,21640,,,05/10 0:00,05/11 16:38,RS,MM,"PROCESS: 
1. Get Positives, negatives and deaths from dashboard. 
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Discharge, ICU, Vent #s from https://twitter.com/ZachReports. 
4. Finally, make sure formulas in Blue cells to link to current row of NY tab.

(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports
(5/4 RS/MM aft) Freezing the number of recovered in NY to what we calculated up to to yesterday due to concerns about this calculation
(4/29 aft ESK) I linked the blue cells to the NY tab",A
2020-05-10,NY,,,,,,,,,,,,,1182998,,,,335395,,,335395,847603,,7262,83761,2488,,2073,,58006,21478,,,05/10 0:00,05/11 16:38,RS,MM,"PROCESS: 
1. Get Positives, negatives and deaths from dashboard. 
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Discharge, ICU, Vent #s from https://twitter.com/ZachReports. 
4. Finally, make sure formulas in Blue cells to link to current row of NY tab.

(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports
(5/4 RS/MM aft) Freezing the number of recovered in NY to what we calculated up to to yesterday due to concerns about this calculation
(4/29 aft ESK) I linked the blue cells to the NY tab",A
2020-05-09,NY,,,,,,,,,,,,,1153768,,,,333122,,,333122,820646,,7776,83285,2664,,2203,,57180,21271,,,05/09 0:00,05/09 16:35,RS,QN,"PROCESS: 
1. Get Positives, negatives and deaths from dashboard. 
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Discharge, ICU, Vent #s from https://twitter.com/ZachReports. 
4. Finally, make sure formulas in Blue cells to link to current row of NY tab.

(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports
(5/4 RS/MM aft) Freezing the number of recovered in NY to what we calculated up to to yesterday due to concerns about this calculation
(4/29 aft ESK) I linked the blue cells to the NY tab",B
2020-05-08,NY,,,,,,,,,,,,,1121543,,,,330407,,,330407,791136,,8196,82730,2811,,2295,,56378,21045,,,05/08 0:00,05/08 16:40,RS,KP,"PROCESS: 
1. Get Positives, negatives and deaths from dashboard. 
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Discharge, ICU, Vent #s from https://twitter.com/ZachReports. 
4. Finally, make sure formulas in Blue cells to link to current row of NY tab.

(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports
(5/4 RS/MM aft) Freezing the number of recovered in NY to what we calculated up to to yesterday due to concerns about this calculation
(4/29 aft ESK) I linked the blue cells to the NY tab",B
2020-05-07,NY,,,,,,,,,,,,,1089916,,,,327469,,,327469,762447,,8665,82197,2976,,2425,,55547,20828,,,05/07 0:00,05/07 16:10,RS,QN,"PROCESS: 
1. Get Positives, negatives and deaths from dashboard. 
2. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp. 
3. Get daily update for Discharge, ICU, Vent #s from https://twitter.com/ZachReports. 
4. Finally, make sure formulas in Blue cells to link to current row of NY tab.

(5/5 RS) Found new source for Discharge, ICU, Vent #s: https://twitter.com/ZachReports
(5/4 RS/MM aft) Freezing the number of recovered in NY to what we calculated up to to yesterday due to concerns about this calculation
(4/29 aft ESK) I linked the blue cells to the NY tab",B
2020-05-06,NY,,,,,,,,,,,,,1055921,,,,323978,,,323978,731943,,9179,81570,3098,,,,54597,19877,,,05/06 0:00,05/06 16:48,RS,MM,"PROCESS: Get Positives, negatives and deaths from dashboard. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp and Discharge. Finally, make sure formulas in Blue cells to link to current row of NY tab.

(5/4 RS/MM aft) Freezing the number of recovered in NY to what we calculated up to to yesterday due to concerns about this calculation
(4/29 aft ESK) I linked the blue cells to the NY tab
(4/25 - 4/26 QN/ RS aft) State still uses 3-day rolling averaged for new hosp. No new data on ICU and discharged
(4/24 RS) Also no new total Hospitalization numbers. If still nothing by 4/25, we're going to start calculating using the 3-day average they are providing
(4/19-24 Aft RS) Press conf did not list ICU or Discharged numbers, so they are unchanged.",B
2020-05-05,NY,,,,,,,,,,,,,1028899,,,,321192,,,321192,707707,,9600,80918,3281,,,,58950,19645,,,05/05 0:00,05/05 16:54,RS,QN,"PROCESS: Get Positives, negatives and deaths from dashboard. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp and Discharge. Finally, make sure formulas in Blue cells to link to current row of NY tab.

(5/4 RS/MM aft) Freezing the number of recovered in NY to what we calculated up to to yesterday due to concerns about this calculation
(4/29 aft ESK) I linked the blue cells to the NY tab
(4/25 - 4/26 QN/ RS aft) State still uses 3-day rolling averaged for new hosp. No new data on ICU and discharged
(4/24 RS) Also no new total Hospitalization numbers. If still nothing by 4/25, we're going to start calculating using the 3-day average they are providing
(4/19-24 Aft RS) Press conf did not list ICU or Discharged numbers, so they are unchanged.",B
2020-05-04,NY,,,,,,,,,,,,,1007310,,,,318953,,,318953,688357,,9647,80376,3330,,,,58950,19415,,,05/04 0:00,05/04 16:32,RS,MM,"PROCESS: Get Positives, negatives and deaths from dashboard. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp and Discharge. Finally, make sure formulas in Blue cells to link to current row of NY tab.

(5/4 RS/MM aft) Freezing the number of recovered in NY to what we calculated up to to yesterday due to concerns about this calculation
(4/29 aft ESK) I linked the blue cells to the NY tab
(4/25 - 4/26 QN/ RS aft) State still uses 3-day rolling averaged for new hosp. No new data on ICU and discharged
(4/24 RS) Also no new total Hospitalization numbers. If still nothing by 4/25, we're going to start calculating using the 3-day average they are providing
(4/19-24 Aft RS) Press conf did not list ICU or Discharged numbers, so they are unchanged.",B
2020-05-03,NY,,,,,,,,,,,,,985911,,,,316415,,,316415,669496,,9786,79768,3430,,,,58950,19189,,,05/03 0:00,,,,"PROCESS: Get Positives, negatives and deaths from dashboard. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp and Discharge. Finally, make sure formulas in Blue cells to link to current row of NY tab.

(4/29 aft ESK) I linked the blue cells to the NY tab
(4/25 - 4/26 QN/ RS aft) State still uses 3-day rolling averaged for new hosp. No new data on ICU and discharged
(4/24 RS) Also no new total Hospitalization numbers. If still nothing by 4/25, we're going to start calculating using the 3-day average they are providing
(4/19-24 Aft RS) Press conf did not list ICU or Discharged numbers, so they are unchanged.",B
2020-05-02,NY,,,,,,,,,,,,,959017,,,,312977,,,312977,646040,,10350,78942,3501,,,,57540,18909,,,05/02 0:00,,,,"PROCESS: Get Positives, negatives and deaths from dashboard. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp and Discharge. Finally, make sure formulas in Blue cells to link to current row of NY tab.

(4/29 aft ESK) I linked the blue cells to the NY tab
(4/25 - 4/26 QN/ RS aft) State still uses 3-day rolling averaged for new hosp. No new data on ICU and discharged
(4/24 RS) Also no new total Hospitalization numbers. If still nothing by 4/25, we're going to start calculating using the 3-day average they are providing
(4/19-24 Aft RS) Press conf did not list ICU or Discharged numbers, so they are unchanged.",B
2020-05-01,NY,,,,,,,,,,,,,927438,,,,308314,,,308314,619124,,10993,78224,3640,,,,56187,18610,,,05/01 0:00,05/01 16:08,ESK,MM,"PROCESS: Get Positives, negatives and deaths from dashboard. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp and Discharge.

(4/29 aft ESK) I linked the blue cells to the NY tab
(4/25 - 4/26 QN/ RS aft) State still uses 3-day rolling averaged for new hosp. No new data on ICU and discharged
(4/24 RS) Also no new total Hospitalization numbers. If still nothing by 4/25, we're going to start calculating using the 3-day average they are providing
(4/19-24 Aft RS) Press conf did not list ICU or Discharged numbers, so they are unchanged.",B
2020-04-30,NY,,,,,,,,,,,,,900636,,,,304372,,,304372,596264,,11598,77400,3769,,,,54771,18321,,,04/30 0:00,,,,"PROCESS: Get Positives, negatives and deaths from dashboard. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp and Discharge.

(4/29 aft ESK) I linked the blue cells to the NY tab
(4/25 - 4/26 QN/ RS aft) State still uses 3-day rolling averaged for new hosp. No new data on ICU and discharged
(4/24 RS) Also no new total Hospitalization numbers. If still nothing by 4/25, we're going to start calculating using the 3-day average they are providing
(4/19-24 Aft RS) Press conf did not list ICU or Discharged numbers, so they are unchanged.",B
2020-04-29,NY,,,,,,,,,,,,,872481,,,,299691,,,299691,572790,,12159,76450,3923,,,,53238,18015,,,04/29 0:00,,,,"PROCESS: Get Positives, negatives and deaths from dashboard. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp and Discharge.

(4/29 aft ESK) I linked the blue cells to the NY tab
(4/25 - 4/26 QN/ RS aft) State still uses 3-day rolling averaged for new hosp. No new data on ICU and discharged
(4/24 RS) Also no new total Hospitalization numbers. If still nothing by 4/25, we're going to start calculating using the 3-day average they are providing
(4/19-24 Aft RS) Press conf did not list ICU or Discharged numbers, so they are unchanged.",B
2020-04-28,NY,,,,,,,,,,,,,844994,,,,295106,,,295106,549888,,12646,75362,4071,,,,51673,17638,,,04/28 0:00,04/28 16:23,RS,KP,"PROCESS: Get Positives, negatives and deaths from dashboard. Then, using NY tab on this sheet, enter Reported daily hospitalization numbers from daily presser into cells to get calculated Cumulative Hosp and Discharge.

(4/25 - 4/26 QN/ RS aft) State still uses 3-day rolling averaged for new hosp. No new data on ICU and discharged
(4/24 RS) Also no new total Hospitalization numbers. If still nothing by 4/25, we're going to start calculating using the 3-day average they are providing
(4/19-24 Aft RS) Press conf did not list ICU or Discharged numbers, so they are unchanged.",B
2020-04-27,NY,,,,,,,,,,,,,826095,,,,291996,,,291996,534099,,12819,74602,4157,,,,50751,17303,,,04/27 0:00,04/28 9:48,MM,,"(4/25 - 4/26 QN/ RS aft) State still uses 3-day rolling averaged for new hosp. No new data on ICU and discharged
(4/24 RS) Also no new total Hospitalization numbers. If still nothing by 4/25, we're going to start calculating using the 3-day average they are providing
(4/19-24 Aft RS) Press conf did not list ICU or Discharged numbers, so they are unchanged.",B
2020-04-26,NY,,,,,,,,,,,,,805350,,,,288045,,,288045,517305,,12839,73540,4284,,,,49687,16966,,,04/26 0:00,,,,"(4/25 - 4/26 QN/ RS aft) State still uses 3-day rolling averaged for new hosp. No new data on ICU and discharged
(4/24 RS) Also no new total Hospitalization numbers. If still nothing by 4/25, we're going to start calculating using the 3-day average they are providing
(4/19-24 Aft RS) Press conf did not list ICU or Discharged numbers, so they are unchanged.",B
2020-04-25,NY,,,,,,,,,,,,,777568,,,,282143,,,282143,495425,,13524,72444,4410,,,,47935,16599,,,04/25 0:00,04/25 14:54,QN,RS,"(4/25 QN aft) State still uses 3-day rolling averaged for new hosp. No new data on ICU and discharged
(4/24 RS) Also no new total Hospitalization numbers. If still nothing by 4/25, we're going to start calculating using the 3-day average they are providing
(4/19-24 Aft RS) Press conf did not list ICU or Discharged numbers, so they are unchanged.",B
