date,state,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,negativeTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,negativeTestsAntigen,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestEncountersViral,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,probableCases,totalTestsPeopleViral,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,death,deathConfirmed,deathProbable,lastUpdateTime,dateChecked,checker,doubleChecker,privateNotes,dataQualityGrade
2020-11-30,OR,,,,,,,,,,,,,,,,968686,67515,3317,1028119,75431,968686,,584,4343,117,,50,,5870,912,,,11/29 3:01,11/30 19:04,BHP,DZL,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-29,OR,,,,,,,,,,,,,,,,968686,67515,3317,1028119,74120,968686,,569,4343,123,,50,,5870,905,,,11/29 3:01,11/29 16:50,MMT,JAC,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-28,OR,,,,,,,,,,,,,,,,960644,67515,3317,1028119,72506,960644,,569,4343,123,,50,,5870,896,,,11/28 3:01,11/28 16:44,LLB,BML,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-27,OR,,,,,,,,,,,,,,,,960604,67515,3317,1028119,70832,960604,,569,4343,123,,50,,5870,885,,,11/27 3:01,11/27 16:59,EFD,JAL,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-26,OR,,,,,,,,,,,,,,,,960469,65252,3251,1025721,70006,960657,,532,4262,118,,48,,5870,882,,,11/26 3:01,11/26 16:58,ARD,SB,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-25,OR,,,,,,,,,,,,,,,,960469,65252,3251,1025721,68503,960469,,532,4262,118,,48,,5870,867,,,11/25 3:01,11/25 17:10,HGC,JNG,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-24,OR,,,,,,,,,,,,,,,,957249,64124,3209,1021373,67333,957249,,534,4176,116,,45,,5870,847,,,11/24 3:01,11/24 17:18,JAB,DZL,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-23,OR,,,,,,,,,,,,,,,,949949,63172,3161,1013121,66333,949949,,492,4120,119,,41,,5870,826,,,11/23 3:01,11/23 16:56,CKW,LDH,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-22,OR,,,,,,,,,,,,,,,,944444,59166,3009,990744,65170,944444,,458,3970,99,,38,,5870,820,,,11/22 3:01,11/22 16:57,EFD,BAG,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-21,OR,,,,,,,,,,,,,,,,937579,59166,3009,990744,63668,937579,,458,3970,99,,38,,5870,819,,,11/21 3:01,11/21 16:52,HAH,BML,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-20,OR,,,,,,,,,,,,,,,,931578,59166,3009,990744,62175,931578,,458,3970,99,,38,,5870,812,,,11/20 3:01,11/20 17:02,MBM,LSW,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-19,OR,,,,,,,,,,,,,,,,924419,57915,2958,982334,60873,924419,,497,3935,107,,41,,5870,808,,,11/19 3:01,11/19 17:54,JCF,HMH,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-18,OR,,,,,,,,,,,,,,,,917181,56743,2926,973924,59669,917181,,484,3888,103,,42,,5870,788,,,11/18 3:01,11/18 18:16,JWD,QN,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-17,OR,,,,,,,,,,,,,,,,911252,55686,2884,966938,58570,911252,,445,3805,102,,40,,5870,778,,,11/17 3:01,11/17 16:44,JCF,LSW,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-16,OR,,,,,,,,,,,,,,,,905336,54795,2851,960131,57646,905336,,413,3754,93,,40,,5870,765,,,11/16 3:01,11/16 17:10,JCF,KJZ,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-15,OR,,,,,,,,,,,,,,,,901099,52193,2744,940403,56880,901099,,356,3628,70,,30,,5870,761,,,11/15 3:01,11/15 16:49,BAG,KP,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-14,OR,,,,,,,,,,,,,,,,895547,52193,2744,940403,56018,895547,,356,3628,70,,30,,5870,759,,,11/14 3:01,11/14 16:44,LLB,PK,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-13,OR,,,,,,,,,,,,,,,,888210,52193,2744,940403,54937,888210,,356,3628,70,,30,,5870,753,,,11/13 3:01,11/13 16:43,LNH,RSG,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-12,OR,,,,,,,,,,,,,,,,881998,51176,2703,933174,53879,881998,,342,3584,71,,27,,5870,746,,,11/12 3:01,11/12 16:57,BAG,PK,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-11,OR,,,,,,,,,,,,,,,,875573,50125,2645,925698,52770,875573,,345,3553,77,,27,,5870,742,,,11/11 3:01,11/11 16:22,MHN,RS,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-10,OR,,,,,,,,,,,,,,,,869307,49294,2615,918601,51909,869307,,337,3511,78,,25,,5870,737,,,11/10 3:01,11/10 17:06,NEZ,LDH,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-09,OR,,,,,,,,,,,,,,,,863522,48564,2591,912086,51155,863522,,318,3463,64,,26,,5870,734,,,11/09 3:01,11/09 16:34,JCF,RSG,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-08,OR,,,,,,,,,,,,,,,,858853,46120,2488,895114,50448,858853,,266,3378,62,,27,,5870,730,,,11/08 3:01,11/08 16:51,BAG,NEZ,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-07,OR,,,,,,,,,,,,,,,,853512,46120,2488,895114,49587,853512,,266,3378,62,,27,,5870,729,,,11/07 3:01,11/07 16:41,KSB,BML,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-06,OR,,,,,,,,,,,,,,,,848994,46120,2488,895114,48608,848994,,266,3378,62,,27,,5870,716,,,11/06 3:01,11/06 17:48,RSG,CB-M,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-05,OR,,,,,,,,,,,,,,,,841188,45380,2459,886568,47839,841188,,322,3334,62,,27,,5870,710,,,11/05 3:01,11/05 18:17,QN,LSW,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-04,OR,,,,,,,,,,,,,,,,835905,44626,2423,880531,47049,835905,,237,3312,66,,26,,5870,705,,,11/04 3:01,11/04 17:02,MBM,DZL,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-03,OR,,,,,,,,,,,,,,,,830944,44077,2383,875021,46460,830944,,237,3278,66,,26,,5870,701,,,11/03 3:01,11/03 16:56,ALM,RSG,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-02,OR,,,,,,,,,,,,,,,,825922,43633,2345,869555,45978,825922,,234,3251,74,,27,,5870,692,,,11/02 3:01,11/02 16:42,SNW,NEZ,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-11-01,OR,,,,,,,,,,,,,,,,822363,42136,2253,852685,45429,822363,,211,3204,61,,23,,5870,691,,,11/01 3:01,11/01 18:11,AGD,ALF,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-10-31,OR,,,,,,,,,,,,,,,,817028,42136,2253,852685,44921,817028,,211,3204,61,,23,,5870,689,,,10/31 3:01,10/31 16:50,BAG,LSW,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-10-30,OR,,,,,,,,,,,,,,,,810549,42136,2253,852685,44389,810549,,211,3204,61,,23,,5870,675,,,10/30 3:01,10/30 17:04,JAL,LSW,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-10-29,OR,,,,,,,,,,,,,,,,805002,41565,2228,846567,43793,805002,,235,3170,62,,23,,5870,673,,,10/29 3:01,10/29 18:03,JNG,HMH,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-10-28,OR,,,,,,,,,,,,,,,,797821,41033,2195,838854,43228,797821,,206,3134,62,,19,,5870,671,,,10/28 3:01,10/28 17:17,JAL,DZL,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-10-27,OR,,,,,,,,,,,,,,,,794187,40638,2170,834825,42808,794187,,215,3111,61,,26,,5870,664,,,10/27 3:01,10/27 16:42,SMS,JNG,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-10-26,OR,,,,,,,,,,,,,,,,787848,40280,2156,828128,42436,787848,,214,3091,49,,22,,5870,655,,,10/26 3:01,10/26 16:35,JAL,JAC,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-10-25,OR,,,,,,,,,,,,,,,,783149,39261,2087,813114,42101,783149,,197,3034,53,,21,,5870,653,,,10/25 3:01,10/25 17:34,MJS,ALF,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-10-24,OR,,,,,,,,,,,,,,,,779403,39261,2087,813114,41739,779403,,197,3034,53,,21,,5870,653,,,10/24 3:01,10/24 16:36,RK,JAC,"PROCESS: Weekend processes differ! Check the Press Conference link for an updated press release. OCCASIONALLY the URL for the Press Release will give a 404 error, if that happens try deleting ONE comma from the URL (trick discovered by ALF 10/11).
",A+
2020-10-23,OR,,,,,,,,,,,,,,,,773853,39261,2087,813114,41348,773853,,197,3034,53,,21,,5870,649,,,10/23 3:01,10/23 17:58,LSW,HMH,"PROCESS: Weekend processes differ! Weekend link: https://www.oregon.gov/oha/erd/pages/covid-19-news.aspx 

(10/11 ALF) Did a little URL hacking and found 10/11 weekend report at https://www.oregon.gov/oha/ERD/Pages/Oregon-reports-337-new-confirmed-and-presumptive-COVID-19-cases,-0-new-deaths.aspx 

(10/10 JAC) The usual weekend update's URL was not working. Got the standard updates from the Twitter version, although they did not include the updated total case number so I added the new cases to our previous number for today.
(10/9 LSW) Recovered dropped off the Other Link. Carried over to see what will happen tomorrow.",A+
2020-10-22,OR,,,,,,,,,,,,,,,,765191,38741,2069,803932,40810,765191,,194,3005,55,,21,,5870,646,,,10/22 3:01,10/22 16:40,RK,JNG,"PROCESS: Weekend processes differ! Weekend link: https://www.oregon.gov/oha/erd/pages/covid-19-news.aspx 

(10/11 ALF) Did a little URL hacking and found 10/11 weekend report at https://www.oregon.gov/oha/ERD/Pages/Oregon-reports-337-new-confirmed-and-presumptive-COVID-19-cases,-0-new-deaths.aspx 

(10/10 JAC) The usual weekend update's URL was not working. Got the standard updates from the Twitter version, although they did not include the updated total case number so I added the new cases to our previous number for today.
(10/9 LSW) Recovered dropped off the Other Link. Carried over to see what will happen tomorrow.",A+
2020-10-21,OR,,,,,,,,,,,,,,,,759492,38406,2037,797898,40443,759492,,183,2989,57,,21,,5870,635,,,10/21 3:01,10/21 18:20,HMH,JNG,"PROCESS: Weekend processes differ! Weekend link: https://www.oregon.gov/oha/erd/pages/covid-19-news.aspx 

(10/11 ALF) Did a little URL hacking and found 10/11 weekend report at https://www.oregon.gov/oha/ERD/Pages/Oregon-reports-337-new-confirmed-and-presumptive-COVID-19-cases,-0-new-deaths.aspx 

(10/10 JAC) The usual weekend update's URL was not working. Got the standard updates from the Twitter version, although they did not include the updated total case number so I added the new cases to our previous number for today.
(10/9 LSW) Recovered dropped off the Other Link. Carried over to see what will happen tomorrow.",A+
2020-10-20,OR,,,,,,,,,,,,,,,,755181,38118,2018,793299,40136,755181,,183,2964,57,,14,,5870,633,,,10/20 3:01,10/20 18:14,LSW,DZL,"PROCESS: Weekend processes differ! Weekend link: https://www.oregon.gov/oha/erd/pages/covid-19-news.aspx 

(10/11 ALF) Did a little URL hacking and found 10/11 weekend report at https://www.oregon.gov/oha/ERD/Pages/Oregon-reports-337-new-confirmed-and-presumptive-COVID-19-cases,-0-new-deaths.aspx 

(10/10 JAC) The usual weekend update's URL was not working. Got the standard updates from the Twitter version, although they did not include the updated total case number so I added the new cases to our previous number for today.
(10/9 LSW) Recovered dropped off the Other Link. Carried over to see what will happen tomorrow.",A+
2020-10-19,OR,,,,,,,,,,,,,,,,748715,37781,2013,786496,39794,748715,,168,2947,50,,11,,5870,628,,,10/19 3:01,10/19 17:56,RSG,DZL,"PROCESS: Weekend processes differ! Weekend link: https://www.oregon.gov/oha/erd/pages/covid-19-news.aspx 

(10/11 ALF) Did a little URL hacking and found 10/11 weekend report at https://www.oregon.gov/oha/ERD/Pages/Oregon-reports-337-new-confirmed-and-presumptive-COVID-19-cases,-0-new-deaths.aspx 

(10/10 JAC) The usual weekend update's URL was not working. Got the standard updates from the Twitter version, although they did not include the updated total case number so I added the new cases to our previous number for today.
(10/9 LSW) Recovered dropped off the Other Link. Carried over to see what will happen tomorrow.",A+
2020-10-18,OR,,,,,,,,,,,,,,,,745572,36971,1964,773225,39532,745572,,190,2886,44,,15,,5870,620,,,10/18 3:01,10/18 17:28,NMJ,LDH,"PROCESS: Weekend processes differ! Weekend link: https://www.oregon.gov/oha/erd/pages/covid-19-news.aspx 

(10/11 ALF) Did a little URL hacking and found 10/11 weekend report at https://www.oregon.gov/oha/ERD/Pages/Oregon-reports-337-new-confirmed-and-presumptive-COVID-19-cases,-0-new-deaths.aspx 

(10/10 JAC) The usual weekend update's URL was not working. Got the standard updates from the Twitter version, although they did not include the updated total case number so I added the new cases to our previous number for today.
(10/9 LSW) Recovered dropped off the Other Link. Carried over to see what will happen tomorrow.",A+
2020-10-17,OR,,,,,,,,,,,,,,,,742327,36971,1964,773225,39316,742327,,190,2886,44,,15,,5870,620,,,10/17 3:01,10/17 16:47,JAC,LDH,"PROCESS: Weekend processes differ! Weekend link: https://www.oregon.gov/oha/erd/pages/covid-19-news.aspx 

(10/11 ALF) Did a little URL hacking and found 10/11 weekend report at https://www.oregon.gov/oha/ERD/Pages/Oregon-reports-337-new-confirmed-and-presumptive-COVID-19-cases,-0-new-deaths.aspx 

(10/10 JAC) The usual weekend update's URL was not working. Got the standard updates from the Twitter version, although they did not include the updated total case number so I added the new cases to our previous number for today.
(10/9 LSW) Recovered dropped off the Other Link. Carried over to see what will happen tomorrow.",A+
2020-10-16,OR,,,,,,,,,,,,,,,,736254,36971,1964,773225,38935,736254,,190,2886,44,,15,,5870,617,,,10/16 3:01,10/16 16:31,RK,NEZ,"PROCESS: Weekend processes differ! Weekend link: https://www.oregon.gov/oha/erd/pages/covid-19-news.aspx 

(10/11 ALF) Did a little URL hacking and found 10/11 weekend report at https://www.oregon.gov/oha/ERD/Pages/Oregon-reports-337-new-confirmed-and-presumptive-COVID-19-cases,-0-new-deaths.aspx 

(10/10 JAC) The usual weekend update's URL was not working. Got the standard updates from the Twitter version, although they did not include the updated total case number so I added the new cases to our previous number for today.
(10/9 LSW) Recovered dropped off the Other Link. Carried over to see what will happen tomorrow.",A+
2020-10-15,OR,,,,,,,,,,,,,,,,730751,36585,1940,767336,38525,730751,,199,2868,49,,16,,5870,611,,,10/15 3:01,10/15 17:09,KJZ,JNG,"PROCESS: Weekend processes differ! Weekend link: https://www.oregon.gov/oha/erd/pages/covid-19-news.aspx 

(10/11 ALF) Did a little URL hacking and found 10/11 weekend report at https://www.oregon.gov/oha/ERD/Pages/Oregon-reports-337-new-confirmed-and-presumptive-COVID-19-cases,-0-new-deaths.aspx 

(10/10 JAC) The usual weekend update's URL was not working. Got the standard updates from the Twitter version, although they did not include the updated total case number so I added the new cases to our previous number for today.
(10/9 LSW) Recovered dropped off the Other Link. Carried over to see what will happen tomorrow.",A+
2020-10-14,OR,,,,,,,,,,,,,,,,723392,36242,1918,759634,38160,723392,,202,2848,50,,20,,5870,608,,,10/14 3:01,10/14 17:05,TLM,JNG,"PROCESS: Weekend processes differ! Weekend link: https://www.oregon.gov/oha/erd/pages/covid-19-news.aspx 

(10/11 ALF) Did a little URL hacking and found 10/11 weekend report at https://www.oregon.gov/oha/ERD/Pages/Oregon-reports-337-new-confirmed-and-presumptive-COVID-19-cases,-0-new-deaths.aspx 

(10/10 JAC) The usual weekend update's URL was not working. Got the standard updates from the Twitter version, although they did not include the updated total case number so I added the new cases to our previous number for today.
(10/9 LSW) Recovered dropped off the Other Link. Carried over to see what will happen tomorrow.",A+
2020-10-13,OR,,,,,,,,,,,,,,,,713497,35878,1902,749375,37780,713497,,210,2817,47,,19,,5870,605,,,10/13 3:01,10/13 16:59,KSB,HMH,"PROCESS: Weekend processes differ! Weekend link: https://www.oregon.gov/oha/erd/pages/covid-19-news.aspx 

(10/11 ALF) Did a little URL hacking and found 10/11 weekend report at https://www.oregon.gov/oha/ERD/Pages/Oregon-reports-337-new-confirmed-and-presumptive-COVID-19-cases,-0-new-deaths.aspx 

(10/10 JAC) The usual weekend update's URL was not working. Got the standard updates from the Twitter version, although they did not include the updated total case number so I added the new cases to our previous number for today.
(10/9 LSW) Recovered dropped off the Other Link. Carried over to see what will happen tomorrow.",A+
