date,state,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,negativeTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,negativeTestsAntigen,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestEncountersViral,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,probableCases,totalTestsPeopleViral,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,death,deathConfirmed,deathProbable,lastUpdateTime,dateChecked,checker,doubleChecker,privateNotes,dataQualityGrade
2020-12-04,TX,,,,791698,65042,,,,,583553,62869,,,11497555,1372627,,1228812,121730,,1350542,9882224,,9015,,2645,,,,1012700,22255,,,12/04 16:30,12/04 16:43,SAC,CB-M,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-12-03,TX,,,,771879,63709,,,,,578670,62140,,,11383907,1358324,,1215113,118633,,1333746,9802334,,9151,,2623,,,,1003141,22000,,,12/03 18:25,12/03 18:37,HMH,KJZ,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-12-02,TX,,,,756314,62388,,,,,575536,61488,,,11267531,1343301,,1200674,115520,,1316194,9731872,,9109,,2544,,,,993151,21756,,,12/02 17:45,12/02 18:04,KJZ,KVP,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-12-01,TX,,,,738089,60962,,,,,573566,61129,,,11145908,1327560,,1184250,112722,,1296972,9685952,,9047,,2583,,,,976517,21549,,,12/01 17:40,12/01 18:12,CB-M,SB,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-30,TX,,,,712553,59228,,,,,571451,60825,,,11010874,1309102,,1168111,110321,,1278432,9593648,,8900,,2536,,,,962639,21379,,,11/30 17:40,11/30 19:01,KVP,CB-M,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-29,TX,,,,706818,58415,,,,,570888,60759,,,10965870,1301267,,1157273,109434,,1266707,9546404,,8634,,2487,,,,954465,21357,,,11/29 15:10,11/29 16:36,CHH,JAC,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-28,TX,,,,701538,57538,,,,,569242,60487,,,10912638,1291811,,1151069,108588,,1259657,9485780,,8597,,2427,,,,950586,21309,,,11/28 15:35,11/28 16:41,HAH,KVP,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-27,TX,,,,689889,56447,,,,,563123,59679,,,10840889,1280439,,1147045,108287,,1255332,9351514,,8518,,2449,,,,946663,21207,,,11/27 15:10,11/27 16:52,EFD,BSL,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-26,TX,,,,687314,56160,,,,,560010,59031,,,10828247,1278643,,1143616,107729,,1251345,9242578,,8706,,2444,,,,943457,21156,,,11/26 15:15,11/26 16:03,RSG,LSW,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-25,TX,,,,670565,54860,,,,,556284,58350,,,10713546,1264769,,1130980,105668,,1236648,9188862,,8585,,2356,,,,935011,20950,,,11/25 16:45,11/25 17:32,KSB,LSW,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-24,TX,,,,654298,53643,,,,,553956,57944,,,10582812,1250838,,1115371,102466,,1217837,9125032,,8495,,2331,,,,927331,20750,,,11/24 16:25,11/24 16:48,HAH,RSG,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-23,TX,,,,634477,52412,,,,,552103,57713,,,10435105,1235153,,1100979,100278,,1201257,9022877,,8353,,2299,,,,917739,20588,,,11/23 16:35,11/23 16:58,RSG,JAL,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-22,TX,,,,630204,51881,,,,,548439,57040,,,10379931,1228284,,1094275,99341,,1193616,8897145,,8174,,2215,,,,913796,20556,,,11/22 13:50,11/22 17:03,HMT,BAG,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-21,TX,,,,625778,51349,,,,,545643,56537,,,10304388,1219414,,1085524,98323,,1183847,8822605,,8245,,2195,,,,909137,20467,,,11/21 15:25,11/21 16:34,HAH,PK,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-20,TX,,,,613980,50463,,,,,539765,55555,,,10183075,1206044,,1072698,96227,,1168925,8714538,,8164,,2214,,,,901943,20296,,,11/20 18:50,11/20 17:58,RSG,JAC,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-19,TX,,,,597184,49558,,,,,535321,54717,,,10063998,1192594,,1060686,94444,,1155130,8595614,,7982,,2154,,,,896191,20113,,,11/19 17:45,11/19 18:03,RSG,JNG,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-18,TX,,,,585973,48664,,,,,532113,54291,,,9946885,1179363,,1048383,92478,,1140861,8473960,,7958,,2127,,,,889099,19883,,,11/18 17:40,11/18 18:09,HGC,JAL,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-17,TX,,,,571848,47658,,,,,530418,54046,,,9830508,1166390,,1039511,90363,,1129874,8401556,,7841,,2127,,,,883223,19696,,,11/17 19:30,11/17 18:37,RSG,BSL,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-16,TX,,,,553433,46385,,,,,528417,53738,,,9713014,1152103,,1027889,88341,,1116230,8350722,,7468,,2047,,,,875521,19579,,,11/16 17:55,11/16 18:16,RSG,JAL,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-15,TX,,,,549925,45833,,,,,528417,53738,,,9674671,1146144,,1020721,87681,,1108402,8350722,,7274,,2047,,,,871784,19559,,,11/15 20:20,11/15 19:06,SB,ALF,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-14,TX,,,,546645,45359,,,,,523180,52886,,,9619110,1138098,,1014160,86319,,1100479,8221222,,7151,,1976,,,,861205,19470,,,11/14 16:00,11/14 16:29,KVP,BML,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-13,TX,,,,536610,44453,,,,,519740,52329,,,9522382,1126150,,1004983,84095,,1089078,8148386,,7083,,1959,,,,850648,19320,,,11/13 16:50,11/13 17:08,BAG,CB-M,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-12,TX,,,,523543,43455,,,,,515698,51772,,,9428176,1115259,,993841,81813,,1075654,8039376,,6925,,1879,,,,838950,19147,,,11/12 17:25,11/12 17:27,RSG,PK,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-11,TX,,,,512685,42308,,,,,514912,51717,,,9331358,1103208,,985380,79685,,1065065,8021791,,6779,,1879,,,,831800,19004,,,11/11 19:15,11/11 18:05,PK,LSW,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-10,TX,,,,499322,41134,,,,,513192,51519,,,9221116,1090190,,973970,77929,,1051899,7927609,,6170,,1828,,,,826116,18863,,,11/10 17:50,11/10 17:55,HMH,BSL,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-09,TX,,,,483220,39598,,,,,511176,51213,,,9105265,1075300,,963019,75945,,1038964,7886923,,6103,,1816,,,,820156,18769,,,11/09 17:40,11/09 17:49,RSG,JNG,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-08,TX,,,,479209,38943,,,,,509011,50934,,,9070609,1069577,,956234,77881,,1034115,7778623,,6080,,1786,,,,820215,18743,,,11/08 16:25,11/08 17:06,LNH,LDH,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-07,TX,,,,474486,38269,,,,,506808,50556,,,9018901,1061549,,950549,76688,,1027237,7684441,,6068,,1759,,,,811330,18700,,,11/07 16:15,11/07 16:19,RSG,BML,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-06,TX,,,,462799,37196,,,,,500132,49570,,,8927838,1050102,,942539,75138,,1017677,7611227,,6070,,1785,,,,807008,18589,,,11/06 18:00,11/06 18:08,QN,BSL,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-05,TX,,,,450761,36170,,,,,500132,49570,,,8832378,1038293,,934994,73444,,1008438,7548734,,5954,,1749,,,,802611,18453,,,11/05 17:05,11/05 17:20,ALM,QN,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-04,TX,,,,441588,35184,,,,,497255,49145,,,8738595,1027079,,926400,71867,,998267,7477787,,5872,,1744,,,,797586,18320,,,11/04 16:45,11/04 17:04,MBM,JNG,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-03,TX,,,,429996,34271,,,,,491876,48506,,,8642256,1016443,,918336,70114,,988450,7412096,,5936,,1734,,,,792286,18194,,,11/02 19:10,11/03 17:34,YC,JNG,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-02,TX,,,,417575,33203,,,,,490032,48164,,,8544966,1005389,,910038,67747,,977785,7382446,,5770,,1692,,,,787685,18097,,,11/02 19:10,11/02 19:12,BSL,HMH,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-11-01,TX,,,,414144,32759,,,,,487423,47829,,,8517903,1001616,,904855,67475,,972330,7313390,,5691,,1631,,,,785282,18077,,,11/01 18:30,11/01 18:43,HMH,ALF,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-31,TX,,,,410844,32269,,,,,481608,47137,,,8479525,995996,,900596,,,900596,7253637,,5696,,1631,,,,782006,18024,,,10/31 16:10,10/31 17:20,KVP,BHP,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-30,TX,,,,402315,31586,,,,,480444,46737,,,8400469,987286,,893451,,,893451,7186561,,5627,,1606,,,,776580,17934,,,10/30 17:50,10/30 18:14,CB-M,LSW,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-29,TX,,,,392149,30780,,,,,476253,46323,,,8318780,978542,,886820,,,886820,7118292,,5587,,1599,,,,772350,17819,,,10/29 17:05,10/29 17:31,RSG,QN,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-28,TX,,,,384461,30193,,,,,473079,45489,,,8237976,970102,,879994,,,879994,7053483,,5650,,1636,,,,767905,17700,,,10/28 17:05,10/28 17:32,LJH,JNG,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-27,TX,,,,375346,29591,,,,,470883,45215,,,8150614,962580,,874367,,,874367,7009073,,5512,,1601,,,,763108,17595,,,10/27 16:35,10/27 16:44,SMS,NEZ,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-26,TX,,,,365010,28917,,,,,468501,44950,,,8063288,953479,,867075,,,867075,6942075,,5278,,1545,,,,758192,17514,,,10/26 17:05,10/26 17:10,RSG,HMH,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-25,TX,,,,362005,28548,,,,,466962,44745,,,8036693,949518,,862375,,,862375,6899867,,5206,,1550,,,,755095,17504,,,10/25 15:25,10/25 16:42,RSG,RS,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-24,TX,,,,358918,28179,,,,,465309,44466,,,7999540,944643,,858071,,,858071,6852124,,4995,,1513,,,,753611,17456,,,10/24 15:45,10/24 16:32,KVP,RS,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-23,TX,,,,351741,27563,,,,,462309,43966,,,7930083,937845,,851572,,,851572,6760014,,5065,,1511,,,,748252,17375,,,10/23 17:15,10/23 17:37,BHP,HMH,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-22,TX,,,,342539,26863,,,,,459439,43576,,,7851327,929657,,845100,,,845100,6687617,,4931,,1454,,,,744283,17286,,,10/22 17:00,10/22 17:24,QN,DZL,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-21,TX,,,,333932,26165,,,,,457228,43253,,,7769909,920980,,838809,,,838809,6636065,,4782,,1424,,,,739140,17201,,,10/21 17:05,10/21 17:19,CML,RSG,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-20,TX,,,,323967,25532,,,,,455327,42991,,,7687050,913649,,833557,,,833557,6610769,,4588,,1349,,,,733758,17087,,,10/20 17:30,10/20 17:38,HMH,NEZ,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-19,TX,,,,313129,24713,,,,,452388,42646,,,7603161,905339,,825673,,,825673,6558370,,4319,,1349,,,,729762,17022,,,10/19 17:15,10/19 18:03,RSG,NEZ,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-18,TX,,,,310816,24447,,,,,450891,42428,,,7579232,902376,,823779,,,823779,6503140,,4226,,1340,,,,726231,17014,,,10/18 16:05,10/18 16:57,LDH,PK,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-17,TX,,,,308431,24170,,,,,449341,42170,,,7546873,898621,,820563,,,820563,6453673,,4275,,1348,,,,723204,16984,,,10/17 16:35,10/17 17:05,RSG,NEZ,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-16,TX,,,,302744,23677,,,,,447010,41811,,,7480885,892654,,815678,,,815678,6395368,,4248,,1290,,,,719478,16903,,,10/16 17:20,10/16 17:20,RSG,HMH,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-15,TX,,,,295383,23217,,,,,444135,41396,,,7412503,886489,,809808,,,809808,6302082,,4263,,1290,,,,716015,16812,,,10/15 16:35,10/15 17:18,HMH,DZL,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-14,TX,,,,288410,22707,,,,,440413,40963,,,7342121,879936,,805082,,,805082,6262594,,4131,,1237,,,,711438,16717,,,10/14 16:30,10/14 16:42,RSG,PK,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-13,TX,,,,279869,22215,,,,,436479,40544,,,7266042,874204,,800256,,,800256,6211608,,4053,,1237,,,,708349,16622,,,10/13 17:00,10/13 17:15,NEZ,BSL,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-12,TX,,,,271104,21673,,,,,435831,40449,,,7191773,867785,,795126,,,795126,6156268,,3870,,1196,,,,705189,16558,,,10/12 17:30,10/12 17:45,NEZ,BHP,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-11,TX,,,,268770,21391,,,,,434254,40234,,,7170740,865350,,792478,,,792478,6095073,,3622,,1142,,,,703662,16557,,,10/11 15:25,10/11 16:47,ALF,PK,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-10,TX,,,,266444,21136,,,,,432509,39953,,,7136901,861853,,790060,,,790060,6040571,,3628,,1137,,,,701583,16526,,,10/10 16:20,10/10 17:02,PK,NEZ,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-09,TX,,,,260712,20779,,,,,429145,39452,,,7075406,856947,,785830,,,785830,5960200,,3593,,1138,,,,698481,16432,,,10/09 17:30,10/09 17:41,CB-M,HMH,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-08,TX,,,,252857,20366,,,,,427731,39230,,,7010194,852037,,781794,,,781794,5921312,,3556,,1098,,,,695194,16334,,,10/08 17:05,10/08 17:28,RSG,JNG,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-07,TX,,,,246334,20019,,,,,422880,38678,,,6941652,847282,,777556,,,777556,5886884,,3519,,1052,,,,692123,16230,,,10/07 17:00,10/07 18:34,PK,RSG,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-06,TX,,,,238557,19665,,,,,421087,38448,,,6872748,843046,,773435,,,773435,5862813,,3394,,1080,,,,687277,16111,,,10/06 16:25,10/06 16:45,RSG,BHP,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.",A
2020-10-05,TX,,,,229474,19234,,,,,420372,38354,,,6802887,838058,,769303,,,769303,5802374,,3318,,1107,,,,683700,16033,,,10/05 16:15,10/05 17:05,HMH,LDH,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.

(9/29 CB-M) TX had ""No Data"" on the dashboard for recoveries. Recoveries have been carried over from previous day.
(9/21 RSG) It seems TX has a math error in their hospitalization Excel sheet. The total in ICU does not equal the sum of patients and doubled the patients from the previous day. We summed the patients for the most recent day and reported this total instead.
(9/15 DZL) On 9/14, TX ""revised its method for reporting Total Tests,"" resulting in an approximately 300,000 decrease in Total PCR tests (specimens) and approximately 17,000 decrease in Total antibody tests (specimens).
",A
2020-10-04,TX,,,,227559,19048,,,,,419197,38164,,,6782763,836145,,765894,,,765894,5771991,,3192,,1071,,,,680083,16025,,,10/04 16:15,10/04 17:57,KP,ALF,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.

(9/29 CB-M) TX had ""No Data"" on the dashboard for recoveries. Recoveries have been carried over from previous day.
(9/21 RSG) It seems TX has a math error in their hospitalization Excel sheet. The total in ICU does not equal the sum of patients and doubled the patients from the previous day. We summed the patients for the most recent day and reported this total instead.
(9/15 DZL) On 9/14, TX ""revised its method for reporting Total Tests,"" resulting in an approximately 300,000 decrease in Total PCR tests (specimens) and approximately 17,000 decrease in Total antibody tests (specimens).
",A
2020-10-03,TX,,,,225667,18866,,,,,417575,37871,,,6755155,833768,,763010,,,763010,5709929,,3195,,1101,,,,677244,15992,,,10/03 17:00,10/03 17:25,HMH,PK,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.

(9/29 CB-M) TX had ""No Data"" on the dashboard for recoveries. Recoveries have been carried over from previous day.
(9/21 RSG) It seems TX has a math error in their hospitalization Excel sheet. The total in ICU does not equal the sum of patients and doubled the patients from the previous day. We summed the patients for the most recent day and reported this total instead.
(9/15 DZL) On 9/14, TX ""revised its method for reporting Total Tests,"" resulting in an approximately 300,000 decrease in Total PCR tests (specimens) and approximately 17,000 decrease in Total antibody tests (specimens).
",A
2020-10-02,TX,,,,221296,18633,,,,,415228,37538,,,6699098,830093,,756004,,,756004,5612738,,3227,,1091,,,,672144,15895,,,10/02 17:45,10/02 18:31,HMH,CB-M,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.

(9/29 CB-M) TX had ""No Data"" on the dashboard for recoveries. Recoveries have been carried over from previous day.
(9/21 RSG) It seems TX has a math error in their hospitalization Excel sheet. The total in ICU does not equal the sum of patients and doubled the patients from the previous day. We summed the patients for the most recent day and reported this total instead.
(9/15 DZL) On 9/14, TX ""revised its method for reporting Total Tests,"" resulting in an approximately 300,000 decrease in Total PCR tests (specimens) and approximately 17,000 decrease in Total antibody tests (specimens).
",A
2020-10-01,TX,,,,214223,18358,,,,,413627,37224,,,6648792,826741,,752501,,,752501,5529828,,3190,,1075,,,,668515,15823,,,10/01 19:15,10/01 19:08,JNG,HMH,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.

(9/29 CB-M) TX had ""No Data"" on the dashboard for recoveries. Recoveries have been carried over from previous day.
(9/21 RSG) It seems TX has a math error in their hospitalization Excel sheet. The total in ICU does not equal the sum of patients and doubled the patients from the previous day. We summed the patients for the most recent day and reported this total instead.
(9/15 DZL) On 9/14, TX ""revised its method for reporting Total Tests,"" resulting in an approximately 300,000 decrease in Total PCR tests (specimens) and approximately 17,000 decrease in Total antibody tests (specimens).
",A
2020-09-30,TX,,,,209959,18094,,,,,412969,37113,,,6598829,823305,,748967,,,748967,5488190,,3344,,1076,,,,664883,15711,,,09/30 17:35,09/30 17:56,PK,RSG,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.

(9/29 CB-M) TX had ""No Data"" on the dashboard for recoveries. Recoveries have been carried over from previous day.
(9/21 RSG) It seems TX has a math error in their hospitalization Excel sheet. The total in ICU does not equal the sum of patients and doubled the patients from the previous day. We summed the patients for the most recent day and reported this total instead.
(9/15 DZL) On 9/14, TX ""revised its method for reporting Total Tests,"" resulting in an approximately 300,000 decrease in Total PCR tests (specimens) and approximately 17,000 decrease in Total antibody tests (specimens).
",A
2020-09-29,TX,,,,202842,17806,,,,,411712,36957,,,6544585,820161,,743284,,,743284,5457542,,3251,,1044,,,,661038,15604,,,09/29 18:25,09/29 18:49,CB-M,HMH++,"PROCESS: Numbers from main dashboard, ""Testing Data"" dashboard (In the Other link column), ICU from Excel spreadsheet.

(9/21 RSG) It seems TX has a math error in their hospitalization Excel sheet. The total in ICU does not equal the sum of patients and doubled the patients from the previous day. We summed the patients for the most recent day and reported this total instead.
(9/15 DZL) On 9/14, TX ""revised its method for reporting Total Tests,"" resulting in an approximately 300,000 decrease in Total PCR tests (specimens) and approximately 17,000 decrease in Total antibody tests (specimens).
",A
