date,state,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,negativeTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,negativeTestsAntigen,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestEncountersViral,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,probableCases,totalTestsPeopleViral,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,hospitalizedDischarged,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,hospitalizedDischarged,recovered,death,deathConfirmed,deathProbable,lastUpdateTime,dateChecked,checker,doubleChecker,privateNotes,dataQualityGrade
2021-01-14,AZ,,,,,,,,,,401958,,,,5854089,,,613302,35738,3153047,649040,2539745,,4930,45260,,1167,,821,,88666,88666,10855,9778,1077,01/14 0:00,01/14 15:48,SKP,KJZ,,A+
2021-01-13,AZ,,,,,,,,,,401017,,,,5788321,,,606848,34881,3131735,641729,2524887,,5055,44863,,1158,,805,,87672,87672,10673,9620,1053,01/13 0:00,01/13 15:44,SKP,LSW,,A+
2021-01-12,AZ,,,,,,,,,,399611,,,,5742443,,,601850,34250,3115744,636100,2513894,,5082,44389,,1183,,786,,86757,86757,10482,9438,1044,01/12 0:00,01/12 15:47,SKP,JAG,,A+
2021-01-11,AZ,,,,,,,,,,399328,,,,5696693,,,593693,33848,3097409,627541,2503716,,4997,43636,,1158,,783,,85912,85912,10147,9123,1024,01/11 0:00,01/11 15:49,SKP,JAG,,A+
2021-01-10,AZ,,,,,,,,,,398856,,,,5635119,,,585091,33455,3075262,618546,2490171,,4988,43582,,1122,,791,,85004,85004,10141,9102,1039,01/10 0:00,01/10 15:58,SKP,KJZ,,A+
2021-01-09,AZ,,,,,,,,,,398232,,,,5557364,,,574647,32698,3044506,607345,2469859,,4918,43095,,1121,,791,,84029,84029,10036,9001,1035,01/09 0:00,01/09 16:01,SKP,LSW,,A+
2021-01-08,AZ,,,,,,,,,,395565,,,,5482297,,,564537,31714,3017154,596251,2452617,,4907,42718,,1122,,799,,83095,83095,9938,8918,1020,01/08 0:00,01/08 15:48,SKP,JAG,,A+
2021-01-07,AZ,,,,,,,,,,394583,,,,5416054,,,553973,30620,2989812,584593,2435839,,4920,42112,,1101,,776,,82155,82155,9741,8753,988,01/07 0:00,01/07 16:17,MVO,HMH,,A+
2021-01-06,AZ,,,,,,,,,,394030,,,,5374504,,,545136,29544,2974034,574680,2428898,,4877,41063,,1084,,747,,81214,81214,9444,8493,951,01/06 0:00,01/06 16:18,HRZ,KP,,A+
2021-01-05,AZ,,,,,,,,,,393396,,,,5324030,,,538719,28755,2953732,567474,2415013,,4789,40303,,1096,,761,,80302,80302,9317,8398,919,01/05 0:00,01/05 15:43,SKP,HMH,,A+
2021-01-04,AZ,,,,,,,,,,393204,,,,5288658,,,533275,28267,2937589,561542,2404314,,4647,39897,,1082,,782,,79480,79480,9064,8173,891,01/04 0:00,01/04 15:48,SKP,JAG,,A+
2021-01-03,AZ,,,,,,,,,,392432,,,,5257472,,,528359,28025,2922767,556384,2394408,,4557,39728,,1081,,762,,78690,78690,9061,8168,893,01/03 0:00,01/03 15:51,SKP,JCF,,A+
2021-01-02,AZ,,,,,,,,,,391561,,,,5218721,,,512047,27103,2905383,539150,2393336,,4484,39439,,1074,,761,,77867,77867,9061,8166,895,01/02 0:00,01/02 15:48,LSW,KVP,,A+
2021-01-01,AZ,,,,,,,,,,391040,,,,5155330,,,503798,26469,2878868,530267,2375070,,4501,38846,,1072,,759,,76934,76934,9015,8128,887,01/01 0:00,01/01 15:48,PJS,HMH,,A+
2020-12-31,AZ,,,,,,,,,,390387,,,,5059770,,,495117,25090,2834752,520207,2339635,,4564,37257,,1028,,746,,75981,75981,8864,8006,858,12/31 0:00,12/31 15:57,LSW,SB,,A+
2020-12-30,AZ,,,,,,,,,,389684,,,,5003811,,,488303,24186,2812466,512489,2324163,,4526,36784,,1076,,750,,75095,75095,8718,7892,826,12/30 0:00,12/30 15:46,SKP,HAH,,A+
2020-12-29,AZ,,,,,,,,,,389267,,,,4961687,,,483786,23436,2794362,507222,2310576,,4475,36075,,1053,,720,,74223,74223,8640,7837,803,12/29 0:00,12/29 15:50,SKP,LSW,,A+
2020-12-28,AZ,,,,,,,,,,389121,,,,4934488,,,481423,23000,2782755,504423,2301332,,4390,35630,,1007,,715,,73429,73429,8469,7693,776,12/28 0:00,12/28 16:02,SKP,JAL,,A+
2020-12-27,AZ,,,,,,,,,,388745,,,,4918727,,,471728,22609,2775486,494337,2303758,,4190,35390,,988,,667,,72703,72703,8427,7653,774,12/27 0:00,12/27 15:49,PJS,HAH,,A+
2020-12-26,AZ,,,,,,,,,,388363,,,,4893296,,,470474,22567,2763736,493041,2293262,,4165,35337,,983,,652,,71948,71948,8424,7650,774,12/26 0:00,12/26 15:55,SKP,BAG,,A+
2020-12-25,AZ,,,,,,,,,,387374,,,,4836931,,,465013,21922,2740972,486935,2275959,,4226,34977,,976,,636,,71139,71139,8409,7635,774,12/25 0:00,12/25 16:00,SKP,HAH,,A+
2020-12-24,AZ,,,,,,,,,,386490,,,,4787230,,,459002,21317,2720517,480319,2261515,,4221,34520,,965,,620,,70221,70221,8294,7538,756,12/24 0:00,12/24 15:49,SKP,MBM,,A+
2020-12-23,AZ,,,,,,,,,,385614,,,,4732267,,,452680,20593,2698015,473273,2245335,,4163,34112,,972,,673,,69298,69298,8179,7434,745,12/23 0:00,12/23 15:52,SKP,JCF,,A+
2020-12-22,AZ,,,,,,,,,,385065,,,,4690016,,,447097,20118,2680848,467215,2233751,,4019,33619,,943,,644,,68476,68476,8125,7406,719,12/22 0:00,12/22 15:53,SKP,LSW,,A+
2020-12-21,AZ,,,,,,,,,,384633,,,,4658586,,,441654,19691,2666030,461345,2224376,,3925,33195,,904,,628,,67734,67734,7972,7278,694,12/21 0:00,12/21 15:42,SAC,HMH,,A+
2020-12-20,AZ,,,,,,,,,,383896,,,,4620819,,,434349,19248,2648988,453597,2214639,,3899,33037,,885,,595,,66981,66981,7971,7277,694,12/20 0:00,12/20 15:44,PJS,HMH,,A+
2020-12-19,AZ,,,,,,,,,,382700,,,,4563098,,,429599,18672,2626177,448231,2196578,,4014,32676,,939,,612,,66132,66132,7937,7246,691,12/19 0:00,12/19 15:48,SKP,HMH,,A+
2020-12-18,AZ,,,,,,,,,,381780,,,,4514548,,,424599,18072,2605792,442671,2181193,,3931,32293,,915,,601,,65350,65350,7819,7142,677,12/18 0:00,12/18 15:55,EFD,JAL,,A+
2020-12-17,AZ,,,,,,,,,,381042,,,,4462666,,,417490,17546,2583394,435036,2165904,,3884,31851,,899,,618,,64500,64500,7677,7040,637,12/17 0:00,12/17 16:08,SKP,LSW,,A+
2020-12-16,AZ,,,,,,,,,,379855,,,,4409083,,,412450,16769,2560640,429219,2148190,,3809,31468,,882,,602,,63697,63697,7530,6919,611,12/16 0:00,12/16 15:56,MVO,JCF,,A+
2020-12-15,AZ,,,,,,,,,,378518,,,,4374452,,,408144,16238,2545326,424382,2137182,,3702,31266,,863,,579,,62839,62839,7422,6835,587,12/15 0:00,12/15 16:23,MAA,DZL,,A+
2020-12-14,AZ,,,,,,,,,,377958,,,,4344693,,,404294,15954,2531222,420248,2126928,,3677,31142,,829,,542,,62118,62118,7358,6782,576,12/14 0:00,12/14 15:38,SNW,HMH,,A+
2020-12-13,AZ,,,,,,,,,,376908,,,,4305888,,,392991,15451,2512696,408442,2119705,,3622,30949,,831,,537,,61399,61399,7357,6779,578,12/13 0:00,12/13 15:59,KSB,KP,,A+
2020-12-12,AZ,,,,,,,,,,375676,,,,4245154,,,387698,14891,2486863,402589,2099165,,3534,30687,,799,,515,,60646,60646,7322,6749,573,12/12 0:00,12/12 15:53,SIM,LSW,,A+
2020-12-11,AZ,,,,,,,,,,374754,,,,4187860,,,379951,14561,2460821,394512,2080870,,3482,30302,,809,,508,,59932,59932,7245,6689,556,12/11 0:00,12/11 15:49,EFD,JCF,,A+
2020-12-10,AZ,,,,,,,,,,373868,,,,4136075,,,373427,14102,2437709,387529,2064282,,3408,29335,,799,,496,,59155,59155,7154,6610,544,12/10 0:00,12/10 16:13,SKP,JNG,,A+
2020-12-09,AZ,,,,,,,,,,373202,,,,4091817,,,369149,13452,2419380,382601,2050231,,3287,28880,,766,,492,,58366,58366,7081,6551,530,12/09 0:00,12/09 15:56,HGC,HAH,,A+
2020-12-08,AZ,,,,,,,,,,372457,,,,4065339,,,365138,13019,2408041,378157,2042903,,3157,28525,,744,,487,,57632,57632,6973,6449,524,12/08 0:00,12/08 15:53,KFA,KJZ,,A+
2020-12-07,AZ,,,,,,,,,,371261,,,,4065296,,,353135,12708,2388839,365843,2035704,,3059,28273,,736,,459,,57040,57040,6950,6431,519,12/07 0:00,12/07 15:44,SNW,HAH,,A+
2020-12-06,AZ,,,,,,,,,,370928,,,,4061215,,,351686,12590,2370499,364276,2018813,,2977,28248,,714,,462,,56382,56382,6950,6431,519,12/06 0:00,12/06 15:44,MBM,JCF,,A+
2020-12-05,AZ,,,,,,,,,,369832,,,,4045775,,,346761,12139,2349913,358900,2003152,,2931,28006,,701,,431,,55640,55640,6925,6406,519,12/05 0:00,12/05 15:53,SIM,JCF,,A+
2020-12-04,AZ,,,,,,,,,,368963,,,,4012371,,,340467,11634,2326744,352101,1986277,,2899,27738,,666,,412,,54980,54980,6885,6370,515,12/04 0:00,,,,,A+
2020-12-03,AZ,,,,,,,,,,367830,,,,3965378,,,335248,11173,2305084,346421,1969836,,2743,27456,,642,,386,,54342,54342,6821,6310,511,12/03 0:00,12/03 15:36,HAH,HMH,,A+
2020-12-02,AZ,,,,,,,,,,365871,,,,3914647,,,330317,10662,2288204,340979,1957887,,2699,26312,,642,,386,,53694,53694,6739,6237,502,12/02 0:00,12/02 15:59,KSB,KJZ,,A+
2020-12-01,AZ,,,,,,,,,,365224,,,,3860609,,,326838,10301,2271914,337139,1945076,,2594,26072,,597,,369,,53026,53026,6687,6191,496,12/01 0:00,12/01 15:51,EFD,LSW,,A+
2020-11-30,AZ,,,,,,,,,,364625,,,,3803094,,,316740,10077,2253689,326817,1936949,,2513,25786,,579,,352,,52438,52438,6639,6152,487,11/30 0:00,11/30 15:46,SNW,KVP,"PROCESS: American Samoa almost never has new data, but do check the state site and media. Do not mix up Samoa or Western Samoa with American Samoa! They are different. The best media source for information is https://www.samoanews.com/covid-19

(11/17 RSG) Outreach responded 1988 tests completed.",A+
2020-11-29,AZ,,,,,,,,,,363824,,,,3780594,,,316006,9989,2236325,325995,1920319,,2458,25568,,573,,356,,51911,51911,6634,6148,486,11/29 0:00,11/29 15:57,RSS,KJZ,,A+
2020-11-28,AZ,,,,,,,,,,363071,,,,3757165,,,312865,9909,2217884,322774,1905019,,2383,25348,,553,,343,,51333,51333,6624,6140,484,11/28 0:00,11/28 15:42,LSW,PK,,A+
2020-11-27,AZ,,,,,,,,,,362284,,,,3729756,,,308866,9772,2203517,318638,1894651,,2301,25296,,532,,325,,50892,50892,6588,6106,482,11/27 0:00,11/27 16:03,EFD,JCF,,A+
2020-11-26,AZ,,,,,,,,,,361284,,,,3719276,,,304823,9503,2178685,314326,1873862,,2289,25163,,523,,335,,50352,50352,6568,6086,482,11/26 0:00,11/26 15:39,HAH,BHP,,A+
2020-11-25,AZ,,,,,,,,,,359967,,,,3671613,,,301737,9113,2157139,310850,1855402,,2217,24952,,531,,335,,49810,49810,6524,6044,480,11/25 0:00,11/25 15:50,KSB,LSW,,A+
2020-11-24,AZ,,,,,,,,,,357863,,,,3620556,,,298008,8860,2140041,306868,1842033,,2084,24666,,474,,310,,49234,49234,6515,6036,479,11/24 0:00,11/24 16:54,HMS,SMBS,,A+
2020-11-23,AZ,,,,,,,,,,357473,,,,3563416,,,293574,8750,2124873,302324,1831299,,2008,24461,,469,,294,,48807,48807,6464,5992,472,11/23 0:00,11/23 15:52,SIM,HMH,,A+
2020-11-22,AZ,,,,,,,,,,356561,,,,3540180,,,291043,8622,2104352,299665,1813309,,1932,24412,,438,,256,,48380,48380,6464,5992,472,11/22 0:00,11/22 15:36,HAH,HMH,,A+
2020-11-21,AZ,,,,,,,,,,355879,,,,3509195,,,286880,8454,2083643,295334,1796763,,1916,24181,,435,,253,,47890,47890,6457,5985,472,11/21 0:00,11/21 15:54,PJS,KVP,,A+
2020-11-20,AZ,,,,,,,,,,355101,,,,3464193,,,283397,8299,2063889,291696,1780492,,1835,24052,,431,,244,,47383,47383,6427,5961,466,11/20 0:00,11/20 15:44,SNW,LSW,,A+
2020-11-19,AZ,,,,,,,,,,354092,,,,3415337,,,279218,8007,2037288,287225,1758070,,1796,23871,,433,,227,,46951,46951,6384,5919,465,11/19 0:00,11/19 15:51,GET,LSW,,A+
2020-11-18,AZ,,,,,,,,,,353191,,,,3365609,,,275342,7760,2018995,283102,1743653,,1700,23473,,396,,218,,46521,46521,6365,5902,463,11/18 0:00,11/18 15:44,GET,QN,,A+
2020-11-17,AZ,,,,,,,,,,350899,,,,3318826,,,272312,7584,2004208,279896,1731896,,1624,23243,,385,,191,,46103,46103,6312,5855,457,11/17 0:00,11/17 15:41,GET,HMH,,A+
2020-11-16,AZ,,,,,,,,,,350396,,,,3274985,,,269457,7455,1987781,276912,1718324,,1557,23122,,374,,194,,45737,45737,6302,5846,456,11/16 0:00,11/16 15:41,GET,HMH,,A+
2020-11-15,AZ,,,,,,,,,,336491,,,,3257981,,,268103,7333,1974498,275436,1706395,,1506,23049,,368,,183,,45400,45400,6302,5846,456,11/15 0:00,11/15 15:58,EFD,JAL,,A+
2020-11-14,AZ,,,,,,,,,,330139,,,,3235173,,,265808,7245,1961414,273053,1695606,,1470,22937,,362,,189,,45036,45036,6300,5845,455,11/14 0:00,11/14 15:40,LSW,HMH,,A+
2020-11-13,AZ,,,,,,,,,,328786,,,,3200928,,,262454,7123,1942716,269577,1680262,,1381,22820,,335,,176,,44675,44675,6257,5806,451,11/13 0:00,11/13 15:39,MBM,QN,,A+
2020-11-12,AZ,,,,,,,,,,327834,,,,3162058,,,259528,7034,1923506,266562,1663978,,1368,22576,,331,,180,,44363,44363,6240,5793,447,11/12 0:00,11/12 15:47,LSW,PK,,A+
2020-11-11,AZ,,,,,,,,,,326811,,,,3133703,,,258237,6926,1908309,265163,1650072,,1360,22494,,309,,156,,43990,43990,6228,5786,442,11/11 0:00,11/11 15:42,LSW,HMH,,A+
2020-11-10,AZ,,,,,,,,,,326290,,,,3094865,,,256317,6816,1898614,263133,1642297,,1289,22428,,294,,148,,43682,43682,6192,5757,435,11/10 0:00,11/10 15:52,MSO,JNG,,A+
2020-11-09,AZ,,,,,,,,,,325589,,,,3058628,,,253001,6698,1883207,259699,1630206,,1232,22211,,292,,142,,43460,43460,6164,5745,419,11/09 0:00,11/09 15:49,AMW,JAC,,A+
2020-11-08,AZ,,,,,,,,,,325006,,,,3043793,,,252596,6668,1872660,259264,1620064,,1185,22202,,272,,148,,43232,43232,6164,5745,419,11/08 0:00,11/08 15:47,DTT,HMH,,A+
2020-11-07,AZ,,,,,,,,,,324293,,,,3024516,,,250794,6590,1858835,257384,1608041,,1139,22170,,249,,137,,42950,42950,6147,5730,417,11/07 0:00,11/07 15:40,LSW,HMH,,A+
2020-11-06,AZ,,,,,,,,,,323662,,,,2992772,,,248330,6434,1842311,254764,1593981,,1082,22018,,250,,138,,42652,42652,6109,5714,395,11/06 0:00,11/06 16:11,LSW,JNG,,A+
2020-11-05,AZ,,,,,,,,,,322766,,,,2958069,,,246468,6300,1826629,252768,1580161,,1100,21831,,254,,128,,42317,42317,6087,5707,380,11/05 0:00,11/05 15:54,HAH,LDH,,A+
2020-11-04,AZ,,,,,,,,,,321891,,,,2922813,,,244462,6171,1812326,250633,1567864,,1065,21786,,241,,127,,42039,42039,6059,5701,358,11/04 0:00,11/04 15:55,KSB,LSW,,A+
2020-11-03,AZ,,,,,,,,,,321393,,,,2888318,,,243782,6036,1803235,249818,1559453,,956,21626,,227,,112,,41776,41776,6020,5679,341,11/03 0:00,11/03 15:57,KSB,JNG,,A+
2020-11-02,AZ,,,,,,,,,,320952,,,,2855088,,,242220,5919,1792602,248139,1550382,,918,21573,,231,,120,,41589,41589,5982,5664,318,11/02 0:00,11/02 15:52,KFA,NEZ,,A+
2020-11-01,AZ,,,,,,,,,,320223,,,,2842876,,,241596,5877,1785767,247473,1544171,,875,21558,,222,,112,,41398,41398,5981,5663,318,11/01 0:00,11/01 15:52,KSB,NEZ,,A+
2020-10-31,AZ,,,,,,,,,,319537,,,,2829519,,,240130,5816,1771553,245946,1531423,,889,21492,,197,,104,,41159,41159,5979,5664,315,10/31 0:00,10/31 15:37,LSW,HMH,,A+
2020-10-30,AZ,,,,,,,,,,318796,,,,2804634,,,238356,5689,1759095,244045,1520739,,900,21424,,188,,99,,40906,40906,5934,5641,293,10/30 0:00,10/30 15:48,GET,CB-M,,A+
2020-10-29,AZ,,,,,,,,,,318101,,,,2775736,,,236835,5645,1745662,242480,1508827,,874,21260,,186,,95,,40697,40697,5918,5626,292,10/29 0:00,10/29 16:10,KSB,JNG,,A+
2020-10-28,AZ,,,,,,,,,,316805,,,,2747224,,,235633,5532,1731447,241165,1495814,,871,21247,,188,,94,,40426,40426,5905,5614,291,10/28 0:00,10/28 16:01,KSB,DZL,,A+
2020-10-27,AZ,,,,,,,,,,316145,,,,2718140,,,234607,5515,1724647,240122,1490040,,861,21172,,187,,100,,40169,40169,5891,5601,290,10/27 0:00,10/27 15:59,GET,NEZ,,A+
2020-10-26,AZ,,,,,,,,,,314045,,,,2690075,,,233480,5484,1714801,238964,1481321,,837,21097,,179,,97,,39920,39920,5875,5587,288,10/26 0:00,10/26 15:47,GET,LSW,,A+
2020-10-25,AZ,,,,,,,,,,313239,,,,2681115,,,232701,5462,1706407,238163,1473706,,828,21086,,181,,91,,39742,39742,5874,5586,288,10/25 0:00,10/25 15:49,GET,ALF,,A+
2020-10-24,AZ,,,,,,,,,,312232,,,,2667371,,,231355,5417,1693549,236772,1462194,,819,21043,,191,,87,,39525,39525,5869,5581,288,10/24 0:00,10/24 15:55,KSB,JAC,,A+
2020-10-23,AZ,,,,,,,,,,311920,,,,2644780,,,230488,5394,1681469,235882,1450981,,815,20967,,172,,85,,39306,39306,5865,5578,287,10/23 0:00,10/23 16:01,CML,HMH,,A+
