date,state,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,negativeTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,negativeTestsAntigen,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestEncountersViral,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,probableCases,totalTestsPeopleViral,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,hospitalizedDischarged,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,hospitalizedDischarged,recovered,death,deathConfirmed,deathProbable,lastUpdateTime,dateChecked,checker,doubleChecker,privateNotes,dataQualityGrade
2021-01-21,PA,,,,,,,,,,,,,,8688757,,,694492,94342,4215328,788834,3520836,,4758,,,851,,530,,,615290,20128,,,01/21 12:00,01/21 16:23,EEM,QN,PA's Other link may not update on weekends,A+
2021-01-20,PA,,,,,,,,,,,,,,8580071,,,689913,93257,4197005,783170,3507092,,4882,,,889,,546,,,610872,19868,,,01/20 12:00,01/20 16:05,JJH,BSL,PA's Other link may not update on weekends,A+
2021-01-19,PA,,,,,,,,,,,,,,8534167,,,685545,91641,4179824,777186,3494279,,4593,,,918,,564,,,598433,19467,,,01/19 12:00,01/19 15:55,JXR,BSL,PA's Other link may not update on weekends,A+
2021-01-18,PA,,,,,,,,,,,,,,8389096,,,681461,90384,4163177,771845,3481716,,4582,,,950,,583,,,594320,19390,,,01/18 12:00,01/18 16:05,GBS,JAL,PA's Other link may not update on weekends,A+
2021-01-17,PA,,,,,,,,,,,,,,8282718,,,677774,90026,4148780,767800,3471006,,4614,,,945,,589,,,578950,19310,,,01/17 12:00,01/17 16:53,HGC,ALM,PA's Other link may not update on weekends,A+
2021-01-16,PA,,,,,,,,,,,,,,8282718,,,672439,89338,4127670,761777,3455231,,4743,,,962,,594,,,578950,19188,,,01/16 12:00,1/16 16:21,HAR,KVP,PA's Other link may not update on weekends,A+
2021-01-15,PA,,,,,,,,,,,,,,8219496,,,666521,88090,4107015,754611,3440494,,4848,,,1010,,604,,,573504,18957,,,01/14 12:00,1/15 16:18,SAO,BAG,PA's Other link may not update on weekends,A+
2021-01-14,PA,,,,,,,,,,,,,,8161897,,,661700,86864,4089675,748564,3427975,,4980,,,1013,,626,,,568908,18742,,,01/14 12:00,1/14 16:01,SAO,JAG,PA's Other link may not update on weekends,A+
2021-01-13,PA,,,,,,,,,,,,,,8108340,,,656131,85258,4072503,741389,3416372,,5069,,,1035,,645,,,556041,18429,,,01/13 12:00,1/13 16:15,LMR,JCF,PA's Other link may not update on weekends,A+
2021-01-12,PA,,,,,,,,,,,,,,8053997,,,650116,83313,4053276,733429,3403160,,5204,,,1060,,639,,,542737,18080,,,01/12 12:00,1/12 16:16,ANM,JCF,PA's Other link may not update on weekends,A+
2021-01-11,PA,,,,,,,,,,,,,,8003973,,,644457,81697,4036703,726154,3392246,,5232,,,1070,,663,,,537353,17853,,,01/11 12:00,1/11 16:03,MAA,JAG,PA's Other link may not update on weekends,A+
2021-01-10,PA,,,,,,,,,,,,,,7903965,,,639513,81303,4020976,720816,3381463,,5201,,,1062,,640,,,520490,17770,,,01/10 12:00,1/10 17:58,SKP,NEZ,PA's Other link may not update on weekends,A+
2021-01-09,PA,,,,,,,,,,,,,,7903965,,,632935,80375,4000528,713310,3367593,,5298,,,1081,,611,,,520490,17667,,,01/09 12:00,01/09 16:15,DEP,LSW,PA's Other link may not update on weekends,A+
2021-01-08,PA,,,,,,,,,,,,,,7831153,,,624688,78577,3977065,703265,3352377,,5318,,,1092,,600,,,513383,17394,,,01/08 12:00,01/08 15:53,SAO,BSL,PA's Other link may not update on weekends,A+
2021-01-07,PA,,,,,,,,,,,,,,7761244,,,616519,76568,3954235,693087,3337716,,5491,,,1113,,625,,,499022,17179,,,01/07 12:00,01/07 16:27,JCF,BSL,PA's Other link may not update on weekends,A+
2021-01-06,PA,,,,,,,,,,,,,,7709542,,,609905,73484,3936861,683389,3326956,,5613,,,1120,,673,,,485206,16914,,,01/06 12:00,01/06 15:59,LMB,HAH,PA's Other link may not update on weekends,A+
2021-01-05,PA,,,,,,,,,,,,,,7656209,,,602875,71040,3918009,673915,3315134,,5684,,,1148,,700,,,471740,16546,,,01/05 12:00,01/05 16:06,JJH,JCF,PA's Other link may not update on weekends,A+
2021-01-04,PA,,,,,,,,,,,,,,7597015,,,595596,69501,3896782,665097,3301186,,5630,,,1182,,678,,,465567,16361,,,01/04 12:00,01/04 16:16,SKP,DZL,PA's Other link may not update on weekends,A+
2021-01-03,PA,,,,,,,,,,,,,,7539976,,,593375,68496,3890687,661871,3297312,,5529,,,1149,,674,,,453531,16295,,,01/03 12:00,01/03 16:05,SAO,BSL,PA's Other link may not update on weekends,A+
2021-01-02,PA,,,,,,,,,,,,,,7539976,,,589213,68079,3878721,657292,3289508,,5460,,,1159,,649,,,453531,16239,,,01/02 12:00,01/02 16:10,MBM,BHP,PA's Other link may not update on weekends,A+
2021-01-01,PA,,,,,,,,,,,,,,7421572,,,581260,66779,3856465,648039,3275205,,5624,,,1172,,661,,,429017,16214,,,01/01 12:00,01/01 16:17,SKP,BSL,PA's Other link may not update on weekends,A+
2020-12-31,PA,,,,,,,,,,,,,,7421572,,,574364,65961,3839493,640325,3265129,,5677,,,1205,,692,,,429017,15978,,,12/31 12:00,12/31 15:51,LHS,BSL,PA's Other link may not update on weekends,A+
2020-12-30,PA,,,,,,,,,,,,,,7365543,,,567281,64052,3821578,631333,3254297,,5962,,,1178,,681,,,416679,15672,,,12/30 12:00,12/30 16:11,DJW,LDH,PA's Other link may not update on weekends,A+
2020-12-29,PA,,,,,,,,,,,,,,7312858,,,560035,62314,3804138,622349,3244103,,6022,,,1174,,698,,,404526,15353,,,12/29 16:00,12/29 16:36,ALM,LSW,PA's Other link may not update on weekends,A+
2020-12-28,PA,,,,,,,,,,,,,,7892184,,,554904,58900,3792995,613804,3238091,,5995,,,1174,,715,,,392834,15086,,,12/28 12:00,12/28 16:00,SAO,BSL,PA's Other link may not update on weekends,A+
2020-12-27,PA,,,,,,,,,,,,,,7202533,,,551742,58283,3783205,610025,3231463,,5905,,,1145,,747,,,381238,15010,,,12/27 12:00,12/27 15:56,SAO,RRS,PA's Other link may not update on weekends,A+
2020-12-26,PA,,,,,,,,,,,,,,7202533,,,547125,58016,3768233,605141,3221108,,5806,,,1161,,769,,,381238,14883,,,12/26 12:00,12/26 16:04,SAO,BAG,PA's Other link may not update on weekends,A+
2020-12-25,PA,,,,,,,,,,,,,,7076628,,,539519,58041,3746398,597560,3206879,,5925,,,1196,,737,,,371943,14857,,,12/25 12:00,12/25 15:39,LDH,BSL,PA's Other link may not update on weekends,A+
2020-12-24,PA,,,,,,,,,,,,,,7076628,,,532939,57447,3726467,590386,3193528,,6077,,,1219,,743,,,371943,14718,,,12/24 12:00,12/24 16:02,BMC,BSL,PA's Other link may not update on weekends,A+
2020-12-23,PA,,,,,,,,,,,,,,7020397,,,525803,55353,3707069,581156,3181266,,6142,,,1263,,764,,,360316,14442,,,12/23 12:00,12/23 16:13,SAO,KVP,PA's Other link may not update on weekends,A+
2020-12-22,PA,,,,,,,,,,,,,,6959774,,,517859,53692,3686741,571551,3168882,,6151,,,1236,,772,,,348646,14212,,,12/22 12:00,12/22 16:18,SAO,LSW,PA's Other link may not update on weekends,A+
2020-12-21,PA,,,,,,,,,,,,,,6918202,,,511985,51604,3672060,563589,3160075,,6090,,,1217,,738,,,343789,13981,,,12/21 12:00,12/21 16:15,SAC,JAL,PA's Other link may not update on weekends,A+
2020-12-20,PA,,,,,,,,,,,,,,6808295,,,505205,50497,3650761,555702,3145556,,6074,,,1230,,720,,,334578,13924,,,12/20 13:00,12/20 16:12,SIM,BSL,PA's Other link may not update on weekends,A+
2020-12-19,PA,,,,,,,,,,,,,,6808295,,,498332,50157,3629963,548489,3131631,,6086,,,1204,,734,,,334578,13825,,,12/19 12:00,12/19 16:05,DEP,BSL,PA's Other link may not update on weekends,A+
2020-12-18,PA,,,,,,,,,,,,,,6677733,,,490362,48293,3609236,538655,3118874,,6147,,,1232,,745,,,323193,13608,,,12/18 12:00,12/18 15:57,SAC,BSL,PA's Other link may not update on weekends,A+
2020-12-17,PA,,,,,,,,,,,,,,6677733,,,481810,47525,3583574,529335,3101764,,6209,,,1246,,745,,,317601,13392,,,12/17 12:00,12/17 16:08,SAO,JCF,PA's Other link may not update on weekends,A+
2020-12-16,PA,,,,,,,,,,,,,,6614819,,,473194,46175,3559253,519369,3086059,,6346,,,1238,,740,,,306427,13168,,,12/16 12:00,12/16 16:04,SAO,BSL,PA's Other link may not update on weekends,A+
2020-12-15,PA,,,,,,,,,,,,,,6555239,,,465134,44186,3537439,509320,3072305,,6295,,,1264,,705,,,295405,12890,,,12/15 12:00,12/15 16:20,KSB,HAH,PA's Other link may not update on weekends,A+
2020-12-14,PA,,,,,,,,,,,,,,6502074,,,458149,41615,3518838,499764,3060689,,6026,,,1249,,697,,,289863,12620,,,12/14 12:00,12/14 16:23,SNW,RSG,PA's Other link may not update on weekends,A+
2020-12-13,PA,,,,,,,,,,,,,,6798922,,,450377,41425,3495700,491802,3045323,,5970,,,1227,,672,,,279048,12565,,,12/13 12:00,12/13 16:23,KSB,BSL,PA's Other link may not update on weekends,A+
2020-12-12,PA,,,,,,,,,,,,,,6798922,,,440538,40580,3465791,481118,3025253,,5940,,,1209,,675,,,279048,12436,,,12/12 13:00,12/12 16:07,NMW,BSL,PA's Other link may not update on weekends,A+
2020-12-11,PA,,,,,,,,,,,,,,6305909,,,432023,38011,3441533,470034,3009510,,5668,,,1151,,651,,,272619,12235,,,12/11 12:00,12/11 16:13,SAO,LSW,PA's Other link may not update on weekends,A+
2020-12-10,PA,,,,,,,,,,,,,,6242656,,,422039,35250,3415546,457289,2993507,,5877,,,1218,,675,,,265227,12010,,,12/10 12:00,12/10 16:09,SAO,QN,PA's Other link may not update on weekends,A+
2020-12-09,PA,,,,,,,,,,,,,,6168330,,,410973,34344,3383567,445317,2972594,,5852,,,1191,,675,,,258283,11762,,,12/09 12:00,12/09 16:07,SAO,JCF,PA's Other link may not update on weekends,A+
2020-12-08,PA,,,,,,,,,,,,,,6114009,,,403298,33316,3363022,436614,2959724,,5561,,,1160,,659,,,248869,11542,,,12/08 13:00,12/08 16:23,SAO,KVP,PA's Other link may not update on weekends,A+
2020-12-07,PA,,,,,,,,,,,,,,6052225,,,394455,31989,3337738,426444,2943283,,5421,,,1115,,614,,,247337,11373,,,12/07 12:00,12/07 15:54,SNW,RS,PA's Other link may not update on weekends,A+
2020-12-06,PA,,,,,,,,,,,,,,5935926,,,388436,31678,3317472,420114,2929036,,5300,,,1107,,587,,,238660,11331,,,12/06 12:00,12/06 16:14,MBM,SMBS,PA's Other link may not update on weekends,A+
2020-12-05,PA,,,,,,,,,,,,,,5935926,,,380193,31291,3291833,411484,2911640,,5272,,,1066,,573,,,238660,11262,,,12/05 12:00,12/05 16:09,DMO,BSL,PA's Other link may not update on weekends,A+
2020-12-04,PA,,,,,,,,,,,,,,5859001,,,369511,29089,3262832,398600,2893321,,5230,,,1065,,596,,,231188,11113,,,12/04 12:00,12/04 15:58,JCH,BSL,PA's Other link may not update on weekends,A+
2020-12-03,PA,,,,,,,,,,,,,,5782706,,,358625,28212,3231182,386837,2872557,,5071,,,1065,,588,,,228233,10944,,,12/03 12:00,12/03 16:26,AJC,DZL,PA's Other link may not update on weekends,A+
2020-12-02,PA,,,,,,,,,,,,,,5708285,,,348043,27388,3200667,375431,2852624,,4982,,,1048,,565,,,225258,10757,,,12/02 12:00,12/02 16:11,KEH,JAL,PA's Other link may not update on weekends,A+
2020-12-01,PA,,,,,,,,,,,,,,5651291,,,340648,26492,3177093,367140,2836445,,4744,,,967,,524,,,220284,10563,,,12/01 12:00,12/01 16:14,MMD,BSL,PA's Other link may not update on weekends,A+
2020-11-30,PA,,,,,,,,,,,,,,5599993,,,335911,25553,3163960,361464,2828049,,4631,,,970,,499,,,216878,10383,,,11/30 12:00,11/30 16:07,EPC,CB-M,PA's Other link may not update on weekends,A+
2020-11-29,PA,,,,,,,,,,,,,,5515472,,,331919,25277,3150796,357196,2818877,,4405,,,918,,474,,,214516,10351,,,11/29 12:00,11/29 16:20,PJS,KP,PA's Other link may not update on weekends,A+
2020-11-28,PA,,,,,,,,,,,,,,5515472,,,326741,24926,3131205,351667,2804464,,4253,,,914,,465,,,214516,10275,,,11/28 12:00,11/28 16:18,HAH,BAG,PA's Other link may not update on weekends,A+
2020-11-27,PA,,,,,,,,,,,,,,5458940,,,319239,24375,3105314,343614,2786075,,4114,,,864,,445,,,209604,10234,,,11/27 12:00,11/27 16:16,NMW,BAG,PA's Other link may not update on weekends,A+
2020-11-26,PA,,,,,,,,,,,,,,5331573,,,312399,23855,3077628,336254,2765229,,4087,,,877,,467,,,203253,10213,,,11/26 12:00,11/26 16:10,LDH,BHP,PA's Other link may not update on weekends,A+
2020-11-25,PA,,,,,,,,,,,,,,5331573,,,305061,22768,3048282,327829,2743221,,3990,,,858,,441,,,203253,10095,,,11/25 12:00,11/25 16:06,SAO,JNG,PA's Other link may not update on weekends,A+
2020-11-24,PA,,,,,,,,,,,,,,5270584,,,299068,22002,3022436,321070,2723368,,3897,,,826,,405,,,202274,9951,,,11/24 12:00,11/24 16:26,DEP,KVP,PA's Other link may not update on weekends,A+
2020-11-23,PA,,,,,,,,,,,,,,5216126,,,293367,21034,2998537,314401,2705170,,3459,,,767,,380,,,198072,9870,,,11/23 12:00,11/23 16:32,JJH,JAL,PA's Other link may not update on weekends,A+
2020-11-22,PA,,,,,,,,,,,,,,5042736,,,288938,20701,2979923,309639,2690985,,3379,,,775,,371,,,193640,9842,,,11/22 12:00,11/22 16:27,BNB,RS,PA's Other link may not update on weekends,A+
2020-11-21,PA,,,,,,,,,,,,,,5042736,,,282478,20086,2951154,302564,2668676,,3294,,,748,,367,,,193640,9801,,,11/21 12:00,11/21 16:14,NMW,BSL,PA's Other link may not update on weekends,A+
2020-11-20,PA,,,,,,,,,,,,,,5042736,,,276455,19331,2925325,295786,2648870,,3162,,,661,,351,,,192260,9689,,,11/20 12:00,11/20 15:56,SNW,BSL,PA's Other link may not update on weekends,A+
2020-11-19,PA,,,,,,,,,,,,,,4982108,,,270323,18655,2899850,288978,2629527,,2952,,,659,,318,,,190725,9581,,,11/19 12:00,11/19 16:38,GET,LSW,PA's Other link may not update on weekends,A+
2020-11-18,PA,,,,,,,,,,,,,,4920769,,,263978,17874,2872964,281852,2608986,,2904,,,628,,310,,,186022,9465,,,11/18 12:00,11/18 16:01,MHN,BSL,PA's Other link may not update on weekends,A+
2020-11-17,PA,,,,,,,,,,,,,,4859189,,,258304,17209,2846771,275513,2588467,,2737,,,579,,280,,,184593,9355,,,11/17 12:00,11/17 16:03,JCF,LSW,PA's Other link may not update on weekends,A+
2020-11-16,PA,,,,,,,,,,,,,,4812593,,,253133,16480,2826754,269613,2573621,,2575,,,558,,269,,,183336,9325,,,11/16 12:00,11/16 15:58,BAG,BSL,PA's Other link may not update on weekends,A+
2020-11-15,PA,,,,,,,,,,,,,,4647108,,,248981,16156,2808477,265137,2559496,,2440,,,531,,265,,,178070,9312,,,11/15 12:00,11/15 16:04,BAG,BSL,PA's Other link may not update on weekends,A+
2020-11-14,PA,,,,,,,,,,,,,,4647108,,,244160,15778,2782307,259938,2538147,,2374,,,518,,248,,,178070,9274,,,11/14 14:00,11/14 16:05,JCF,PK,PA's Other link may not update on weekends,A+
2020-11-13,PA,,,,,,,,,,,,,,4647108,,,239156,15231,2763140,254387,2523984,,2314,,,480,,226,,,178070,9224,,,11/13 12:00,11/13 16:17,MBM,KJZ,PA's Other link may not update on weekends,A+
2020-11-12,PA,,,,,,,,,,,,,,4591112,,,234125,14731,2740774,248856,2506649,,2196,,,438,,207,,,176687,9194,,,11/12 12:00,11/12 16:29,JCF,QN,PA's Other link may not update on weekends,A+
2020-11-11,PA,,,,,,,,,,,,,,4535543,,,229282,14086,2718043,243368,2488761,,2080,,,417,,193,,,172791,9145,,,11/11 14:00,11/11 16:37,KSB,RS,PA's Other link may not update on weekends,A+
2020-11-10,PA,,,,,,,,,,,,,,4488074,,,225150,13507,2695935,238657,2470785,,1938,,,393,,189,,,171833,9086,,,11/10 12:00,11/10 15:52,SNW,BSL,PA's Other link may not update on weekends,A+
2020-11-09,PA,,,,,,,,,,,,,,4445769,,,221437,12859,2677293,234296,2455856,,1827,,,353,,179,,,171036,9024,,,11/09 12:00,11/09 15:55,SNW,BSL,PA's Other link may not update on weekends,A+
2020-11-08,PA,,,,,,,,,,,,,,4364978,,,218442,12452,2660077,230894,2441635,,1735,,,345,,167,,,168708,9020,,,11/08 12:00,11/08 15:55,SMBS,BSL,PA's Other link may not update on weekends,A+
2020-11-07,PA,,,,,,,,,,,,,,4364978,,,215737,12248,2641858,227985,2426121,,1687,,,345,,157,,,168708,9015,,,11/07 12:00,11/07 16:04,MBM,BSL,PA's Other link may not update on weekends,A+
2020-11-06,PA,,,,,,,,,,,,,,4309357,,,212258,11692,2620624,223950,2408366,,1597,,,351,,149,,,165723,8975,,,11/06 12:00,11/06 15:55,BAG,BSL,PA's Other link may not update on weekends,A+
2020-11-05,PA,,,,,,,,,,,,,,4254986,,,209348,11218,2600684,220566,2391336,,1599,,,335,,147,,,165424,8937,,,11/05 12:00,11/05 16:16,LSW,LDH,PA's Other link may not update on weekends,A+
2020-11-04,PA,,,,,,,,,,,,,,4207450,,,206800,10866,2581065,217666,2374265,,1531,,,316,,139,,,163249,8890,,,11/04 12:00,11/04 16:22,JAL,JNG,PA's Other link may not update on weekends,A+
2020-11-03,PA,,,,,,,,,,,,,,4156387,,,204363,10508,2558709,214871,2354346,,1417,,,301,,134,,,161153,8855,,,11/03 12:00,11/03 16:36,ALM,JNG,PA's Other link may not update on weekends,A+
2020-11-02,PA,,,,,,,,,,,,,,4116344,,,201764,10232,2540428,211996,2338664,,1352,,,,,124,,,161116,8823,,,11/02 12:00,11/02 16:01,SNW,BSL,PA's Other link may not update on weekends,A+
2020-11-01,PA,,,,,,,,,,,,,,4053646,,,199891,10045,2527701,209936,2327810,,1267,,,,,120,,,158100,8817,,,11/01 12:00,11/01 16:36,AGD,LDH,PA's Other link may not update on weekends,A+
2020-10-31,PA,,,,,,,,,,,,,,4053646,,,198163,9864,2512797,208027,2314634,,1259,,,,,120,,,158100,8812,,,10/31 12:00,10/31 16:38,KVP,JAC,PA's Other link may not update on weekends,A+
2020-10-30,PA,,,,,,,,,,,,,,4006017,,,195944,9573,2493927,205517,2297983,,1253,,,,,131,,,156192,8784,,,10/30 12:00,10/30 16:02,SNW,DZL,PA's Other link may not update on weekends,A+
2020-10-29,PA,,,,,,,,,,,,,,3964772,,,193611,9265,2476439,202876,2282828,,1229,,,,,127,,,156214,8762,,,10/29 12:00,10/29 16:49,RSG,QN,PA's Other link may not update on weekends,A+
2020-10-28,PA,,,,,,,,,,,,,,3929910,,,191646,9028,2460892,200674,2269246,,1187,,,,,114,,,154518,8718,,,10/28 12:00,10/28 16:30,DJW,LSW,PA's Other link may not update on weekends,A+
2020-10-27,PA,,,,,,,,,,,,,,3893586,,,189649,8797,2444172,198446,2254523,,1170,,,,,110,,,152803,8696,,,10/27 16:00,10/27 16:10,GET,BSL,PA's Other link may not update on weekends,A+
2020-10-26,PA,,,,,,,,,,,,,,3858413,,,187176,8519,2428606,195695,2241430,,1138,,,,,108,,,152642,8673,,,10/26 16:00,10/26 16:49,MEM,NEZ,PA's Other link may not update on weekends,A+
2020-10-25,PA,,,,,,,,,,,,,,3795139,,,185866,8422,2415843,194288,2229977,,1104,,,,,115,,,150245,8666,,,10/25 12:00,10/25 16:17,SMBS,RS,PA's Other link may not update on weekends,A+
2020-10-24,PA,,,,,,,,,,,,,,3795139,,,184299,8323,2399356,192622,2215057,,1087,,,,,126,,,150245,8654,,,10/24 12:00,10/24 15:54,RK,RS,PA's Other link may not update on weekends,A+
2020-10-23,PA,,,,,,,,,,,,,,3756101,,,182436,8143,2383304,190579,2200868,,1068,,,,,122,,,148651,8625,,,10/22 14:00,10/23 16:10,RK,BSL,PA's Other link may not update on weekends,A+
2020-10-22,PA,,,,,,,,,,,,,,3714425,,,180483,7877,2365562,188360,2185079,,1042,,,,,110,,,148804,8592,,,10/22 14:00,10/22 16:36,ALM,JNG,PA's Other link may not update on weekends,A+
2020-10-21,PA,,,,,,,,,,,,,,3673703,,,178648,7649,2346184,186297,2167536,,966,,,,,104,,,147174,8562,,,10/21 13:00,10/21 17:30,KSB,JNG,PA's Other link may not update on weekends,A+
2020-10-20,PA,,,,,,,,,,,,,,3646256,,,177409,7463,2333048,184872,2155639,,918,,,,,94,,,146048,8533,,,10/19 12:00,10/20 16:12,RK,BSL,PA's Other link may not update on weekends,A+
2020-10-19,PA,,,,,,,,,,,,,,3616192,,,176054,7261,2320020,183315,2143966,,870,,,,,89,,,146652,8500,,,10/19 12:00,10/19 16:28,RK,RSG,PA's Other link may not update on weekends,A+
2020-10-18,PA,,,,,,,,,,,,,,3562114,,,175048,7164,2307699,182212,2132651,,841,,,,,93,,,144754,8492,,,10/18 12:00,10/18 16:34,SMBS,PK,PA's Other link may not update on weekends,A+
2020-10-17,PA,,,,,,,,,,,,,,3562114,,,173850,7093,2293700,180943,2119850,,847,,,,,92,,,144754,8466,,,10/17 12:00,10/17 16:24,RSG,NEZ,PA's Other link may not update on weekends,A+
2020-10-16,PA,,,,,,,,,,,,,,3517687,,,172169,6917,2275213,179086,2103044,,830,,,,,80,,,143268,8457,,,10/16 12:00,10/16 16:12,GET,CB-M,PA's Other link may not update on weekends,A+
2020-10-15,PA,,,,,,,,,,,,,,3482076,,,170794,6726,2259991,177520,2089197,,799,,,,,94,,,142016,8432,,,10/15 12:00,10/15 16:52,GET,JNG,PA's Other link may not update on weekends,A+
2020-10-14,PA,,,,,,,,,,,,,,3447295,,,169350,6572,2244079,175922,2074729,,749,,,,,91,,,140737,8411,,,10/14 12:00,10/14 16:36,LSW,LDH,PA's Other link may not update on weekends,A+
2020-10-13,PA,,,,,,,,,,,,,,3416876,,,168253,6393,2228346,174646,2060093,,773,,,,,83,,,139716,8384,,,10/13 12:00,10/13 16:30,BHP,CML,PA's Other link may not update on weekends,A+
2020-10-12,PA,,,,,,,,,,,,,,3381365,,,167068,6236,2211774,173304,2044706,,725,,,,,81,,,140376,8368,,,10/12 12:00,10/12 16:29,LJH,RS,PA's Other link may not update on weekends,A+
2020-10-11,PA,,,,,,,,,,,,,,3326440,,,166081,6135,2199726,172216,2033645,,706,,,,,90,,,138550,8350,,,10/11 12:00,10/11 17:08,SMBS,KP,,A+
2020-10-10,PA,,,,,,,,,,,,,,3326440,,,164962,6088,2184402,171050,2019440,,732,,,,,94,,,138550,8344,,,10/10 12:00,10/10 16:44,LSW,PK,,A+
2020-10-09,PA,,,,,,,,,,,,,,3276114,,,163321,5987,2163086,169308,1999765,,734,,,,,92,,,137139,8308,,,10/09 12:00,10/09 16:08,GET,BSL,,A+
2020-10-08,PA,,,,,,,,,,,,,,3240114,,,162063,5865,2147166,167928,1985103,,687,,,,,76,,,136021,8299,,,10/08 12:00,10/08 17:13,DTA,DZL,,A+
2020-10-07,PA,,,,,,,,,,,,,,3204550,,,160772,5780,2128314,166552,1967542,,657,,,,,80,,,134907,8272,,,10/07 12:00,10/07 16:33,RK,HMH,,A+
2020-10-06,PA,,,,,,,,,,,,,,3165625,,,159590,5653,2111582,165243,1951992,,633,,,,,74,,,135499,8244,,,10/06 12:00,10/06 16:29,KVP,NEZ,,A+
2020-10-05,PA,,,,,,,,,,,,,,3139582,,,158663,5544,2099615,164207,1940952,,594,,,,,75,,,134649,8227,,,10/05 12:00,10/05 16:18,SAL,HMH,,A+
